"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"2859","g18666",2.66890579248689,0.942749425731633,3.63377651536947,0.000597481535816159,0.00327538583800163,"FB",958,"scaffold_45",NA,"J9JMV1","PF00151","Lipase","IPR013818","Lipase/vitellogenin",NA,"Y"
"2860","g6283",2.04965980570256,1.16649771995634,3.63361464524405,0.000597721539276805,0.00327555583394593,"FB",1699,"scaffold_334",NA,NA,NA,NA,NA,NA,NA,"N"
"2861","g7768",-1.79910532024132,5.18965239787131,-3.63317197176963,0.000598401747234523,0.00327813721929629,"MB",1492,"scaffold_138","ELVL1_AEDAE","T1HHZ3","PF01151","GNS1/SUR4 family","IPR002076","ELO family","GO:0016021","Y"
"2862","g19408",1.60784699109355,6.22950255527655,3.63274146710947,0.000599064010660416,0.00328061853217355,"FB",4289,"scaffold_7",NA,NA,NA,NA,NA,NA,NA,"N"
"2863","g16863",-1.66695556570352,4.64426785754712,-3.62789299377021,0.000606572210932014,0.00332057501290166,"MB",1568,"scaffold_8","GRCR1_DROME","A0A1S4EF18","PF00462","Glutaredoxin","IPR002109","Glutaredoxin","GO:0009055;GO:0015035;GO:0045454","Y"
"2864","g9999",2.36344008393004,0.536681695364622,3.62759680575887,0.000607034790489012,0.00332194702211393,"FB",1511,"scaffold_53",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"2865","g1418",5.81385322948544,0.368101639963915,3.63465338471479,0.00060734665758968,0.00332249360014068,"FB (FC > 5)",1493,"scaffold_20",NA,NA,NA,NA,NA,NA,NA,"N"
"2866","g5898",2.46681429228623,0.0175767487588685,3.626757676612,0.000608345773920823,0.00332646229799322,"FB",2821,"scaffold_125",NA,NA,"PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"2867","g11690",-2.70684441571515,3.58943545030127,-3.62656171486814,0.000608661005590409,0.00332646229799322,"MB",391,"scaffold_770",NA,NA,NA,NA,NA,NA,NA,"N"
"2868","g8082",-1.69598831524936,1.49024478783907,-3.62652394716008,0.000608708854121391,0.00332646229799322,"MB",714,"scaffold_722",NA,NA,NA,NA,NA,NA,NA,"N"
"2869","g10150",2.01516685437006,3.54444091675439,3.62558759341097,0.000610174451132198,0.0033333092271157,"FB",2034,"scaffold_128",NA,"J9M7I9","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"2870","g5037",1.6898450209985,0.313515913604747,3.6239940291824,0.000612676593224025,0.00334581193226486,"FB",1064,"scaffold_155","SPOPB_XENLA","T1JUD2","PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"2871","g18773",1.67709426180465,4.15235206623371,3.62248379101763,0.000615057160837422,0.00335764224374953,"FB",568,"scaffold_114",NA,NA,NA,NA,NA,NA,NA,"N"
"2872","g11396",1.92553061651011,0.259306747386999,3.62188968981503,0.000615996111732908,0.00336159716545608,"FB",953,"scaffold_95",NA,NA,NA,NA,NA,NA,NA,"N"
"2873","g7739",3.11913819496235,0.372946614719409,3.62138907106241,0.000616873708234855,0.00336521462901666,"FB",1153,"scaffold_276",NA,NA,NA,NA,NA,NA,NA,"N"
"2874","g8030",1.69556066285665,5.52730608027246,3.62029085143372,0.000618529939745471,0.00337307576396338,"FB",1745,"scaffold_212","ESTF_MYZPE","T1HID5","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"2875","g20676",-1.42201458448203,2.39842723539392,-3.61866035997081,0.000621124411423148,0.00338604622616869,"MB",1630,"scaffold_131",NA,"A0A482XRD3","PF13927","Immunoglobulin domain",NA,NA,NA,"Y"
"2876","g16960",3.2309866336658,-1.37824627321615,3.61851191906359,0.000621493640109342,0.00338688102275164,"FB",1694,"scaffold_55",NA,NA,NA,NA,NA,NA,NA,"N"
"2877","g14642",-1.46313472754123,5.804753097008,-3.61694950563093,0.000623858175788948,0.00339858505010086,"MB",3657,"scaffold_96","JAG1B_DANRE","A0A482XLY4","PF07657;PF01414;PF00008;PF12661;PF07645","N terminus of Notch ligand; Delta serrate ligand; EGF-like domain; Human growth factor-like EGF; Calcium-binding EGF domain","IPR011651;IPR001774;IPR000742;IPR013032;IPR001881","Notch ligand, N-terminal domain; Delta/Serrate/lag-2 (DSL) protein; EGF-like domain; EGF-like, conserved site; EGF-like calcium-binding domain","GO:0007219;GO:0007275;GO:0016021;GO:0007154;GO:0016020;GO:0005509","Y"
"2878","g16918",1.69208503339423,1.95958345290911,3.61435537138943,0.000628025739911298,0.00342009986853015,"FB",1475,"scaffold_8",NA,NA,NA,NA,NA,NA,NA,"N"
"2879","g13417",1.89349706563522,0.654564694694984,3.61262874444015,0.00063081467201364,0.00343409460037158,"FB",1406,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"2880","g16912",1.92124239113315,2.27783972635367,3.61041434245278,0.000634409171544439,0.00345246352278333,"FB",2654,"scaffold_8",NA,NA,NA,NA,NA,NA,NA,"N"
"2881","g4610",1.83482051151141,4.3164318243391,3.60738386109608,0.000639360757125095,0.00347820241111476,"FB",1581,"scaffold_702","UD2B9_MACFA","J9JL75","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"2882","g16579",1.64710504823137,6.93292042437321,3.60503905988344,0.00064321784499274,0.00349797129929605,"FB",1545,"scaffold_213","CP4C1_BLADI","A0A386RVW0","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"2883","g14251",1.68364875941446,2.79399664741569,3.60410737064517,0.000644756723538967,0.00350512387375173,"FB",1933,"scaffold_3","SCRT_DROME","A0A3Q0IQI1","PF00005;PF01061","ABC transporter; ABC-2 type transporter","IPR003439;IPR013525","ABC transporter-like; ABC-2 type transporter","GO:0005524;GO:0016887;GO:0016020","Y"
"2884","g3907",-2.6998707811101,-0.986778542422682,-3.60252866234111,0.000647384650624768,0.00351818988531276,"MB",758,"scaffold_104","MTNA_AEDAE","U4UMP6","PF01008","Initiation factor 2 subunit family","IPR000649","Initiation factor 2B-related","GO:0044237","Y"
"2885","g16403",-1.61683229005326,7.67962460627375,-3.60226009691243,0.000647818506433715,0.00351932736614753,"MB",7148,"scaffold_550","CHI10_DROME","D6WZW3","PF00704;PF01607","Glycosyl hydrolases family 18; Chitin binding Peritrophin-A domain","IPR001223;IPR002557","Glycoside hydrolase family 18, catalytic domain; Chitin binding domain","GO:0005975;GO:0005576;GO:0006030;GO:0008061","Y"
"2886","g19245",2.26293835980424,1.52416403036884,3.60150122827724,0.000649080837736687,0.00352496326051528,"FB",1364,"scaffold_18","TRET1_BOMMO","A0A482X830","PF00083","Sugar (and other) transporter","IPR005828","Major facilitator,  sugar transporter-like","GO:0016021;GO:0022857;GO:0055085","Y"
"2887","g18950",-1.24138161115207,5.86916310358021,-3.59960206678294,0.000652248982793951,0.0035409415681779,"MB",1009,"scaffold_465","OTU1_DROPS","A0A482XIH8","PF02338","OTU-like cysteine protease","IPR003323","OTU domain",NA,"Y"
"2888","g14833",1.64046759526711,2.26456174814831,3.59645219337246,0.00065753754532878,0.00356841618695913,"FB",1171,"scaffold_361","B4GT7_HUMAN","Q170H3","PF13733;PF02709","N-terminal region of glycosyl transferase group 7; N-terminal domain of galactosyltransferase","IPR027995;IPR027791","Galactosyltransferase, N-terminal; Galactosyltransferase, C-terminal",NA,"Y"
"2889","g13922",1.66342795134594,2.42390959629511,3.59315105080043,0.000663124959159759,0.00359749307196639,"FB",1273,"scaffold_118",NA,NA,NA,NA,NA,NA,NA,"N"
"2890","g18499",2.17360444812259,0.853268171474735,3.59129810945194,0.000666281629192614,0.00361336746516811,"FB",888,"scaffold_273",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"2891","g13841",2.16921282081864,-0.428326249590827,3.5862018674184,0.000675038831751891,0.00365959308545396,"FB",991,"scaffold_685",NA,NA,NA,NA,NA,NA,NA,"N"
"2892","g18844",-2.82286447323892,-1.40832850298726,-3.58607706441539,0.000675280745825402,0.0036596387030849,"MB",683,"scaffold_487",NA,NA,"PF18701","Family of unknown function (DUF5641)","IPR040676","Domain of unknown function DUF5641",NA,"Y"
"2893","g4508",1.68463049512165,1.59869464461888,3.58580225215359,0.000675730065958511,0.00365992491978268,"FB",1946,"scaffold_285","DHGL_DROME","A0A482XMP8","PF05199;PF00732","GMC oxidoreductase; GMC oxidoreductase","IPR007867;IPR000172","Glucose-methanol-choline oxidoreductase, C-terminal; Glucose-methanol-choline oxidoreductase, N-terminal","GO:0016614;GO:0055114;GO:0050660","Y"
"2894","g23095",-1.33783264497437,5.87518333683937,-3.58576151103449,0.000675800594516116,0.00365992491978268,"MB",4178,"scaffold_222","TTC28_HUMAN","A0A482WK26","PF13181;PF13424;PF13176","Tetratricopeptide repeat; Tetratricopeptide repeat; Tetratricopeptide repeat","IPR019734","Tetratricopeptide repeat","GO:0005515","Y"
"2895","g1132",3.67442366590674,-1.36846580677107,3.58539668131225,0.000677031937709522,0.00366532696363431,"FB",2741,"scaffold_790","PAIN_DROME","A0A482WJY3","PF00520;PF13606;PF12796","Ion transport protein; Ankyrin repeat; Ankyrin repeats (3 copies)","IPR005821;IPR002110;IPR020683","Ion transport domain; Ankyrin repeat; Ankyrin repeat-containing domain","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515","Y"
"2896","g6732",-1.7761264373077,5.22537400610037,-3.58414831991997,0.000678599030775177,0.00367254233747906,"MB",1463,"scaffold_179","CC174_CHICK","J9KMD7","PF13300","Domain of unknown function (DUF4078)","IPR025066","Protein of unknown function DUF4078",NA,"Y"
"2897","g10460",3.73956227024709,-1.17933485195655,3.5842455736457,0.000679139728666557,0.00367419985066999,"FB",1753,"scaffold_23",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"2898","g18392",-1.86647992792093,2.52123744990751,-3.58317217853959,0.000680297847760461,0.00367919536506201,"MB",2821,"scaffold_566",NA,NA,"PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"2899","g16318",1.77216329414928,6.99460473346661,3.58282865848355,0.000680896671950978,0.00368045085985233,"FB",3331,"scaffold_77","CHI10_DROME","W5JUP0","PF00704","Glycosyl hydrolases family 18","IPR001223","Glycoside hydrolase family 18, catalytic domain","GO:0005975","Y"
"2900","g19336",2.12521836223275,-1.25896532480844,3.58276967667348,0.000680999648667885,0.00368045085985233,"FB",1184,"scaffold_292",NA,NA,NA,NA,NA,NA,NA,"N"
"2901","g1040",-1.34342542259357,7.66943977168333,-3.58144031382523,0.000683322081383402,0.0036917293972844,"MB",3240,"scaffold_197","EDC4_RAT","A0A2J7QWF5","PF16529","WD40 region of Ge1, enhancer of mRNA-decapping protein","IPR032401","Enhancer of mRNA-decapping protein 4, WD40 repeat region",NA,"Y"
"2902","g11291",2.14730383540376,4.79920429694362,3.58055952054796,0.000684865314837229,0.00369879189505303,"FB",2002,"scaffold_73",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"2903","g11168",1.51714815566414,2.83776298071662,3.5799114044697,0.000686002798482938,0.00370365892546438,"FB",366,"scaffold_4",NA,NA,"PF00049","Insulin/IGF/Relaxin family","IPR016179","Insulin-like","GO:0005179;GO:0005576","Y"
"2904","g15782",1.31452841229934,7.14491953609971,3.57717835765552,0.000690820354410277,0.00372838409596152,"FB",1743,"scaffold_59","PLCB_MOUSE","A0A2P8Y063","PF01553","Acyltransferase","IPR002123","Phospholipid/glycerol acyltransferase","GO:0016746","Y"
"2905","g1731",2.51104569529741,-0.644778818063939,3.57359195444622,0.000697196281385536,0.00376149993740293,"FB",1213,"scaffold_482",NA,NA,"PF00079","Serpin (serine protease inhibitor)","IPR023796","Serpin domain",NA,"Y"
"2906","g127",4.43256135031474,-1.47620226010378,3.57311946032069,0.000700963488013432,0.00378052331301945,"FB",1667,"scaffold_360",NA,NA,NA,NA,NA,NA,NA,"N"
"2907","g8282",3.33687351852995,0.384880544454659,3.57094539857405,0.000702170267290965,0.00378572913630936,"FB",2436,"scaffold_290",NA,NA,"PF07679","Immunoglobulin I-set domain","IPR013098","Immunoglobulin I-set",NA,"Y"
"2908","g14327",2.01217153230649,-0.112966089275566,3.56949537335423,0.000704540520203389,0.00379720205403979,"FB",211,"scaffold_24",NA,NA,NA,NA,NA,NA,NA,"N"
"2909","g16161",-2.63540876434257,6.09484660660258,-3.56898760280875,0.000705466320514976,0.00380088471688938,"MB",820,"scaffold_54",NA,"A0A482XS49","PF07898","Protein of unknown function (DUF1676)","IPR012464","Protein of unknown function DUF1676",NA,"Y"
"2910","g6238",-3.62047729008535,3.26171287094939,-3.56721150709548,0.000709234857037997,0.00381987557194382,"MB",8186,"scaffold_582",NA,NA,"PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"2911","g11349",2.33370065075161,-0.535454889679576,3.56323288552264,0.000715921063939935,0.00385456229307131,"FB",1211,"scaffold_151",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"2912","g5428",-1.98646997690365,2.90958133374696,-3.56292899267003,0.000716476776919525,0.003856229575776,"MB",3999,"scaffold_195","FAS_CHICK","J9K3D3","PF13602;PF00550;PF00975;PF08659","Zinc-binding dehydrogenase; Phosphopantetheine attachment site; Thioesterase domain; KR domain","IPR009081;IPR001031;IPR013968","Phosphopantetheine binding ACP domain; Thioesterase; Polyketide synthase, ketoreductase domain","GO:0009058;GO:0016788","Y"
"2913","g12723",-2.67003249360236,-2.01733305649519,-3.55825856693391,0.000725099041452913,0.00390129669642688,"MB",1103,"scaffold_316","LACH_DROME","T1PFT8","PF13927;PF07686","Immunoglobulin domain; Immunoglobulin V-set domain","IPR013106","Immunoglobulin V-set domain",NA,"Y"
"2914","g2378",1.35529481709754,4.63657584505081,3.55701166701985,0.00072740177317367,0.00391234316779373,"FB",1481,"scaffold_539","VGLU3_DANRE","A0A482VCQ2","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"2915","g16511",-1.30629003363575,6.05908684716887,-3.55596158670921,0.000729357390286742,0.00392151573858117,"MB",4520,"scaffold_25","ANKF1_HUMAN","A0A482XT91","PF00041;PF13637;PF00788","Fibronectin type III domain; Ankyrin repeats (many copies); Ras association (RalGDS/AF-6) domain","IPR003961;IPR000159","Fibronectin type III; Ras-associating (RA) domain","GO:0005515;GO:0007165","Y"
"2916","g11780",1.36563844609748,5.46010298550634,3.55256145723475,0.00073572481985615,0.00395439475363698,"FB",2696,"scaffold_86","CLCN2_DROME","A0A482WTX2","PF00654","Voltage gated chloride channel","IPR001807","Chloride channel, voltage gated","GO:0005247;GO:0006821;GO:0016020;GO:0055085","Y"
"2917","g9433",2.01212910870604,0.384965885286369,3.5514759252706,0.000737769105072858,0.00396402303181587,"FB",1484,"scaffold_434",NA,NA,NA,NA,NA,NA,NA,"N"
"2918","g4264",-1.7901784600179,2.07844057148078,-3.5470824351316,0.000746099463736372,0.0040074081203359,"MB",867,"scaffold_188","AB17C_CHICK","A0A482XAQ8",NA,NA,NA,NA,NA,"Y"
"2919","g22415",2.51043215855211,-1.13152181966672,3.54647695536841,0.000747259387203362,0.00401226323249,"FB",352,"scaffold_109",NA,NA,NA,NA,NA,NA,NA,"N"
"2920","g12575",1.46671660465157,7.44500144161795,3.54564440488256,0.000748845918322088,0.00401940482118564,"FB",1835,"scaffold_326","EST6_APIME","J9JVG0","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"2921","g3759",2.94578019312114,-0.877853732651293,3.54361624076197,0.000752795556684092,0.00403922107494344,"FB",504,"scaffold_1620",NA,NA,"PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"2922","g14507",1.92283998076716,1.62957510422956,3.53984190145115,0.000760028303814536,0.00407663367751034,"FB",2719,"scaffold_145",NA,NA,NA,NA,NA,NA,NA,"N"
"2923","g13032",-1.36094939882329,6.6940920506087,-3.5378992289429,0.000763808340127072,0.00409550739473541,"MB",4991,"scaffold_354",NA,"A0A482XSB5",NA,NA,NA,NA,NA,"Y"
"2924","g9628",1.26681177252613,4.86628644360515,3.5366265993049,0.000766294532335926,0.00410743303874862,"FB",1242,"scaffold_111","ODBA_CAEEL","J9JZB4","PF00676","Dehydrogenase E1 component","IPR001017","Dehydrogenase, E1 component","GO:0016624","Y"
"2925","g11394",3.09170078300543,1.36444148871595,3.53572665388656,0.000768173171320162,0.0041160950817439,"FB",2699,"scaffold_95",NA,"A0A0J7NEJ0","PF05699","hAT family C-terminal dimerisation region","IPR008906","HAT, C-terminal dimerisation domain","GO:0046983","Y"
"2926","g19969",-1.54549951821713,2.46260558958885,-3.53492673424276,0.000769627656527478,0.00412247924154312,"MB",1960,"scaffold_236",NA,NA,NA,NA,NA,NA,NA,"N"
"2927","g4721",3.17943829518264,-1.97351435965923,3.53394648709485,0.000771720281067071,0.00413227603866218,"FB",423,"scaffold_181","C6A13_DROME","A0A182FZZ4","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"2928","g21926",-2.75926340431905,4.79357013942878,-3.53364000516273,0.000772184460765521,0.0041333494035444,"MB",768,"scaffold_22",NA,"X1WIE7","PF06585","Haemolymph juvenile hormone binding protein (JHBP)","IPR010562","Haemolymph juvenile hormone binding",NA,"Y"
"2929","g11096",2.87860741227265,-2.00225207945263,3.53172698280993,0.000775985902535611,0.00415227963483805,"FB",1466,"scaffold_165",NA,NA,NA,NA,NA,NA,NA,"N"
"2930","g12233",2.04777127120249,-0.478690064991544,3.5296165492166,0.000780131157401925,0.00417303605118101,"FB",327,"scaffold_167",NA,NA,NA,NA,NA,NA,NA,"N"
"2931","g15871",4.22061231357783,1.34983335363425,3.52969859175727,0.000782427223177017,0.00418389009513933,"FB",1179,"scaffold_187",NA,NA,NA,NA,NA,NA,NA,"N"
"2932","g11446",-2.01265569818088,3.93941706162212,-3.52805633165551,0.000783243642632931,0.00418682728887651,"MB",939,"scaffold_95",NA,NA,NA,NA,NA,NA,NA,"N"
"2933","g834",-2.18741338431055,7.91034756928416,-3.52450516433151,0.000790373321487211,0.00422062421935854,"MB",1130,"scaffold_127",NA,NA,NA,NA,NA,NA,NA,"N"
"2934","g3049",1.65527765943939,1.65049785276955,3.52443135204771,0.000790521869554621,0.00422062421935854,"FB",831,"scaffold_36","LYPL1_MOUSE","A0A1B0AVB8","PF02230","Phospholipase/Carboxylesterase","IPR003140","Phospholipase/carboxylesterase/thioesterase","GO:0016787","Y"
"2935","g804",2.31793809604369,0.328829840827776,3.52438199911579,0.000790622535521331,0.00422062421935854,"FB",814,"scaffold_140","CY561_PIG","A0A443S6X7","PF03188","Eukaryotic cytochrome b561","IPR006593","Cytochrome b561/ferric reductase transmembrane",NA,"Y"
"2936","g6154",2.29747593107756,0.150233818749403,3.52437160099385,0.000790643317044388,0.00422062421935854,"FB",286,"scaffold_5",NA,NA,NA,NA,NA,NA,NA,"N"
"2937","g14953",-1.76580256393002,1.5069149321254,-3.52183462246242,0.000795776014204509,0.00424657727975051,"MB",1087,"scaffold_324","HIBCH_HUMAN","A0A2P8YBE1","PF16113","Enoyl-CoA hydratase/isomerase","IPR032259","Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type","GO:0003860","Y"
"2938","g18735",1.76276644306335,3.44460852174779,3.5215532365623,0.000796347398049045,0.00424817997604584,"FB",649,"scaffold_114",NA,NA,NA,NA,NA,NA,NA,"N"
"2939","g6319",1.80597649269101,2.39904658270035,3.51856786139235,0.000802434153294078,0.00427919376814498,"FB",1037,"scaffold_1079",NA,NA,NA,NA,NA,NA,NA,"N"
"2940","g2438",1.6514014518464,3.49769228172911,3.51746377423612,0.000804696672958424,0.00428979964465217,"FB",760,"scaffold_460",NA,NA,NA,NA,NA,NA,NA,"N"
"2941","g7245",-1.32433097450508,7.70564463332756,-3.51599647601241,0.000807713099803941,0.00430441598545636,"MB",1356,"scaffold_17",NA,"T1HYW8","PF15295","Coiled-coil domain-containing protein 50  N-terminus","IPR029311","Coiled-coil domain-containing protein 50,  N-terminal",NA,"Y"
"2942","g14388",-1.37846523993599,4.32516035678357,-3.51482196497166,0.000810135546676434,0.00431585806358251,"MB",295,"scaffold_24","MAEA_DANRE","A0A482WY58",NA,NA,NA,NA,NA,"Y"
