"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"15008","g20530",-0.0794249760370791,5.679568199518,0,1,1,"NS",721,"scaffold_113","T179A_HUMAN","A0A482XF09",NA,"Y"
"15009","g20549",-0.0386905507876945,5.18035758284399,0,1,1,"NS",1114,"scaffold_113","TPRA1_DANRE","A0A482X7Z4","Predicted membrane protein","Y"
"15010","g2056",0.0958659117290326,5.54700370641907,0,1,1,"NS",900,"scaffold_126","PP2C2_CAEEL","A0A067R9F9","Protein phosphatase 2C","Y"
"15011","g2058",-0.109609755245839,7.44185867849303,0,1,1,"NS",4968,"scaffold_126","SPT6H_DROME","A0A067QFM3","Acidic N-terminal SPT6,Helix-turn-helix DNA-binding domain of SPT6,Holliday-junction resolvase-like of SPT6,S1 RNA binding domain,SH2 domain,Helix-hairpin-helix motif,HHH domain","Y"
"15012","g2059",0.00507869121469806,6.62507662539326,0,1,1,"NS",1573,"scaffold_126","ARFG2_RAT","A0A067RL05","Putative GTPase activating protein for Arf","Y"
"15013","g20593",-0.262762621144007,6.44726360422247,0,1,1,"NS",2154,"scaffold_277","ETHE1_MOUSE","A0A482XCS1","Forkhead domain,Metallo-beta-lactamase superfamily","Y"
"15014","g20603",0.0729730548581697,7.43442914203718,0,1,1,"NS",1170,"scaffold_215","TMOD_CAEEL","A0A482XTN7,J9K538","Tropomodulin","Y"
"15015","g20608",0.0982269512002079,5.3461322178186,0,1,1,"NS",426,"scaffold_215","RT14_BOVIN","J9K9E4","Ribosomal protein S14p/S29e","Y"
"15016","g20625",-0.192824798049633,8.51697172916533,0,1,1,"NS",3952,"scaffold_215","SF3B1_XENLA","A0A088AQ11,A0A2A3EIG8","Splicing factor 3B subunit 1","Y"
"15017","g20631",-0.0856514825195402,5.2817558468293,0,1,1,"NS",500,"scaffold_215","TM256_DANRE","R4FPR1","Protein of unknown function (DUF423)","Y"
"15018","g20633",-0.076005924981863,4.43790861763237,0,1,1,"NS",1494,"scaffold_215",NA,NA,"THAP domain","Y"
"15019","g20636",0.102573299511826,7.76366595405929,0,1,1,"NS",2317,"scaffold_215","STT3A_BOVIN","A0A482WY04","Oligosaccharyl transferase STT3 subunit,RING-H2 zinc finger domain","Y"
"15020","g20637",0.139909415323413,6.3030990158413,0,1,1,"NS",1584,"scaffold_215","SYEM_CHICK","A0A194RP91","tRNA synthetases class I (E and Q), catalytic domain","Y"
"15021","g20644",0.162437904213607,5.00888917045387,0,1,1,"NS",350,"scaffold_215","TIM14_DROME","A0A067QXH7",NA,"Y"
"15022","g20646",-0.0707151756889388,6.54763427130418,0,1,1,"NS",1545,"scaffold_215",NA,NA,NA,"N"
"15023","g2072",0.172407023224263,6.35339465378257,0,1,1,"NS",1245,"scaffold_126",NA,"A0A2P8Y070",NA,"Y"
"15024","g20793",0.000440871862149805,6.10319768998185,0,1,1,"NS",915,"scaffold_97",NA,"A0A2J7QNU4","Thioredoxin","Y"
"15025","g20797",-0.140726830538597,4.64754810955891,0,1,1,"NS",940,"scaffold_97",NA,"A0A067QKX1",NA,"Y"
"15026","g20803",-0.0530884794053739,5.80175939040084,0,1,1,"NS",1060,"scaffold_97",NA,NA,NA,"N"
"15027","g20806",-0.116174560618545,6.1361978713144,0,1,1,"NS",1794,"scaffold_97","FRMD5_MOUSE","A0A482WI07","FERM central domain,FERM N-terminal domain,FERM C-terminal PH-like domain,FERM adjacent (FA)","Y"
"15028","g20830",0.0335258059741426,5.37878971517193,0,1,1,"NS",452,"scaffold_97","UBE2N_DROME","A0A1S4ES97","Ubiquitin-conjugating enzyme","Y"
"15029","g20851",0.0982344177312635,6.64891162087672,0,1,1,"NS",1511,"scaffold_750","LST4_CAEEL","A0A482X7E0","WASP-binding domain of Sorting nexin protein,Variant SH3 domain,PX domain","Y"
"15030","g20863",0.057165917659189,5.10709087060049,0,1,1,"NS",640,"scaffold_561","EXOS5_MOUSE","A0A2P8XIG9","3' exoribonuclease family, domain 1","Y"
"15031","g20864",0.0723424417409904,6.14536113552867,0,1,1,"NS",716,"scaffold_561","EFHD2_DROME","A0A482WV40","EF-hand domain pair","Y"
"15032","g2089",-0.185220405214577,5.2541650566396,0,1,1,"NS",619,"scaffold_122",NA,NA,"Tumour suppressing sub-chromosomal transferable candidate 4","Y"
"15033","g20989",0.179458387688581,6.12337328586477,0,1,1,"NS",1848,"scaffold_61","XPP1_MOUSE","A0A2J7PRP2","Creatinase/Prolidase N-terminal domain,C-terminal region of peptidase_M24,Metallopeptidase family M24","Y"
"15034","g20995",-0.177519508664438,5.24232670378152,0,1,1,"NS",506,"scaffold_61",NA,NA,"Ataxin-2 C-terminal region","Y"
"15035","g21005",-0.208312235685381,6.02044554399765,0,1,1,"NS",2060,"scaffold_61","NEUR_DROME","A0A482XGN2","Zinc finger, C3HC4 type (RING finger),Neuralized","Y"
"15036","g21022",-0.214975035061499,6.20033973541361,0,1,1,"NS",1637,"scaffold_61","FBW1A_HUMAN","X1WJC1","WD domain, G-beta repeat,D domain of beta-TrCP,F-box-like","Y"
"15037","g21031",0.0312342547975728,6.24113898095635,0,1,1,"NS",649,"scaffold_61","TMEDE_DROWI","R4G856","emp24/gp25L/p24 family/GOLD","Y"
"15038","g21033",0.0969760514776263,7.68388111219781,0,1,1,"NS",4331,"scaffold_61","STK10_CHICK","T1HNA4,E2C4P6","Protein kinase domain,Polo kinase kinase","Y"
"15039","g21035",0.0786918004901329,5.48132555718521,0,1,1,"NS",501,"scaffold_61","LSM1_HUMAN","A0A482XNX8","LSM domain","Y"
"15040","g21044",-0.294833809274152,6.08451588128536,0,1,1,"NS",3184,"scaffold_61","UBE3C_MOUSE","A0A2J7PQJ9","HECT-domain (ubiquitin-transferase)","Y"
"15041","g21050",-0.197596914381751,5.79015864096206,0,1,1,"NS",5328,"scaffold_61","WDR81_MOUSE","J9K9U2","Beige/BEACH domain,WD domain, G-beta repeat","Y"
"15042","g21074",0.00978317873184498,6.58565650120638,0,1,1,"NS",536,"scaffold_371","ARMET_DROWI","A0A1D2NBF4","Degradation arginine-rich protein for mis-folding","Y"
"15043","g21079",0.263342893497753,6.71323552370342,0,1,1,"NS",2013,"scaffold_371","PYRD1_DANRE","A0A2P8YGQ5","Rubredoxin NAD+ reductase C-terminal domain,Ribosomal protein S18,Pyridine nucleotide-disulphide oxidoreductase","Y"
"15044","g21087",-0.124837408779516,6.65674529815314,0,1,1,"NS",2604,"scaffold_380","AP1G1_MOUSE","A0A2J7QP39","Adaptin C-terminal domain,Adaptin N terminal region","Y"
"15045","g21096",0.108494721003172,4.54410710125929,0,1,1,"NS",966,"scaffold_380","LST8_DANRE","A0A067QS08","WD domain, G-beta repeat","Y"
"15046","g21097",-0.0276531997848712,5.08956159981356,0,1,1,"NS",2235,"scaffold_380",NA,"A0A088ACK8",NA,"Y"
"15047","g21098",-0.163554765188721,5.16405074788194,0,1,1,"NS",886,"scaffold_380","BACD2_RAT","A0A067R7M6","BTB/POZ domain","Y"
"15048","g21100",0.118767883433284,8.83966177196312,0,1,1,"NS",712,"scaffold_380","BI1_PAROL","A0A482X9I4","Inhibitor of apoptosis-promoting Bax1","Y"
"15049","g21103",-0.176346361207988,6.22773806563461,0,1,1,"NS",5095,"scaffold_380","RLGPB_MOUSE","A0A067RK62",NA,"Y"
"15050","g21183",-0.0816994304701009,7.28034636697823,0,1,1,"NS",2740,"scaffold_98","RBL1_MOUSE","A0A482XH97","Domain of unknown function (DUF3452),Retinoblastoma-associated protein B domain,Retinoblastoma-associated protein A domain","Y"
"15051","g21187",-0.160597524486221,5.8195399457135,0,1,1,"NS",1718,"scaffold_98","NRBP_DROPS","E2BQD9","Protein kinase domain","Y"
"15052","g2121",0.0578257915425966,3.69252859201424,0,1,1,"NS",550,"scaffold_122",NA,"A0A1S4EM69","Bladder cancer-related protein BC10","Y"
"15053","g21229",0.112004222189675,6.51773741563971,0,1,1,"NS",2929,"scaffold_686","NEMF_DROME","A0A2J7Q646","NFACT protein RNA binding domain,Fibronectin-binding protein A N-terminus (FbpA),NFACT protein C-terminal domain","Y"
"15054","g21248",-0.116579743804534,7.69033565001557,0,1,1,"NS",7409,"scaffold_635","PHF3_HUMAN","A0A482XCG8,A0A2J7QDE2","Transcription factor S-II (TFIIS), central domain,PHD-finger,SPOC domain,BRK domain","Y"
"15055","g21277",-0.0760350090125685,5.37342024226523,0,1,1,"NS",1883,"scaffold_43","UBP1_HUMAN","A0A482XP54","Ubiquitin carboxyl-terminal hydrolase","Y"
"15056","g21278",-0.0835384279241245,6.78674906992716,0,1,1,"NS",857,"scaffold_43","RSU1_BOVIN","A0A067RQW7","Leucine rich repeat","Y"
"15057","g2135",-0.192737572505704,6.71402001302247,0,1,1,"NS",3254,"scaffold_122","TMF1_HUMAN","X1WJF1","TATA element modulatory factor 1 DNA binding,TATA element modulatory factor 1 TATA binding","Y"
"15058","g21364",-0.0479727115749293,6.71235041748942,0,1,1,"NS",4190,"scaffold_110","PCAT_DROME","E2B639","Acyltransferase","Y"
"15059","g21369",-0.290326520908641,5.30780314902963,0,1,1,"NS",1131,"scaffold_110",NA,NA,"Mitotic checkpoint regulator, MAD2B-interacting","Y"
"15060","g21376",-0.0366840622423359,5.52858953393799,0,1,1,"NS",1613,"scaffold_110","TRIP4_HUMAN","A0A151J6E0","ASCH domain,Putative zinc finger motif, C2HC5-type","Y"
"15061","g2142",-0.111061761268294,7.11370972511611,0,1,1,"NS",3710,"scaffold_122","CTR9_XENLA","A0A067QZ69","Tetratricopeptide repeat","Y"
"15062","g21446",-0.0794741882063628,6.10466158272955,0,1,1,"NS",5951,"scaffold_348","HD_RAT","A0A482XVB6","Huntingtin protein region","Y"
"15063","g21449",-0.115819169898616,7.75558261331344,0,1,1,"NS",3507,"scaffold_348","RPB2_DROME","T1I0V9","RNA polymerase Rpb2, domain 2,RNA polymerase Rpb2, domain 5,RNA polymerase Rpb2, domain 4,RNA polymerase Rpb2, domain 3,RNA polymerase Rpb2, domain 6,RNA polymerase beta subunit,RNA polymerase Rpb2, domain 7","Y"
"15064","g21453",0.137035843805786,4.82846911647998,0,1,1,"NS",1343,"scaffold_293","SYPM_HUMAN","J9K2Q4","Anticodon binding domain,tRNA synthetase class II core domain (G, H, P, S and T)","Y"
"15065","g21455",0.259895811031306,6.74257918050028,0,1,1,"NS",1648,"scaffold_293","CPNE8_HUMAN","E0VG61","C2 domain,Copine","Y"
"15066","g21473",0.0759757478103342,5.82551074571505,0,1,1,"NS",638,"scaffold_293","CHM2A_DANRE","F4X0W9","Snf7","Y"
"15067","g21474",0.159763039245331,5.0191567410849,0,1,1,"NS",1606,"scaffold_293","EXOC4_DROME","A0A067QX39","Sec8 exocyst complex component specific domain","Y"
"15068","g21530",-0.143633119429426,4.80068305343733,0,1,1,"NS",1234,"scaffold_489","ICA69_RAT","A0A482X1Y8","Arfaptin-like domain,Islet cell autoantigen ICA69, C-terminal domain","Y"
"15069","g21531",-0.0462383942771378,5.72105101805401,0,1,1,"NS",1635,"scaffold_489","ABD18_MOUSE","Q8IQI5","Abhydrolase domain containing 18","Y"
"15070","g21543",0.117942982913669,8.04517204273896,0,1,1,"NS",1625,"scaffold_495","UBQL1_RAT","A0A232F357","Ubiquitin family,UBA/TS-N domain","Y"
"15071","g21545",0.0481635928687743,4.09620426128216,0,1,1,"NS",634,"scaffold_495","PMVK_PIG","E0VP13","Phosphomevalonate kinase","Y"
"15072","g21548",0.134411520639045,5.98427824932452,0,1,1,"NS",897,"scaffold_495","COPE_MOUSE","E2B3T3","Coatomer epsilon subunit","Y"
"15073","g21562",0.081414063447383,5.92320771010038,0,1,1,"NS",832,"scaffold_171","YIPF1_PONAB","A0A2P8XV93","Yip1 domain","Y"
"15074","g21563",-0.0159088353450096,4.10997739645236,0,1,1,"NS",574,"scaffold_171",NA,NA,"Late endosomal/lysosomal adaptor and MAPK and MTOR activator","Y"
"15075","g21566",0.194408095076422,6.55428890511627,0,1,1,"NS",1618,"scaffold_171","TM87A_XENTR","A0A2J7RCT5","Lung seven transmembrane receptor","Y"
"15076","g21584",-0.138747431819396,5.89753063201331,0,1,1,"NS",1294,"scaffold_123","PR38B_MOUSE","A0A482WWM2","PRP38 family","Y"
"15077","g21593",0.06227173484075,5.62889416805216,0,1,1,"NS",1941,"scaffold_123","MTMR2_HUMAN","A0A482XL81","Myotubularin-like phosphatase domain,GRAM domain","Y"
"15078","g21598",0.142398637176385,5.61021384895238,0,1,1,"NS",989,"scaffold_123","SNAP_DROME","A0A067RAR1","Soluble NSF attachment protein, SNAP","Y"
"15079","g21599",-0.0926506377518033,5.46123609506465,0,1,1,"NS",3923,"scaffold_123","C3G_DROME","A0A2J7PJ13","RasGEF domain,RasGEF N-terminal motif,Leucine rich repeat","Y"
"15080","g21614",0.0488764640093899,6.70067772663647,0,1,1,"NS",1001,"scaffold_123","ASNA_AEDAE","A0A482XG00","Anion-transporting ATPase","Y"
"15081","g21615",0.129754674534995,6.80287798728706,0,1,1,"NS",1155,"scaffold_123",NA,"D6WR11","Ribosome-binding factor A","Y"
"15082","g21629",0.0610882991897626,6.90068319516877,0,1,1,"NS",1161,"scaffold_123","HM13_HUMAN","T1I048","Signal peptide peptidase","Y"
"15083","g21639",0.0682384700427772,7.46150736763721,0,1,1,"NS",1965,"scaffold_352","SDHA_CHICK","K7ITI9","Fumarate reductase flavoprotein C-term,FAD binding domain","Y"
"15084","g21643",0.116450841659635,5.31829981727794,0,1,1,"NS",1819,"scaffold_352","SIAH1_RAT","A0A2P8XH90","Seven in absentia protein family","Y"
"15085","g21681",-0.0867776769473192,5.07360430650857,0,1,1,"NS",818,"scaffold_9","TSN33_BOVIN","A0A1S4EGC3","Tetraspanin family","Y"
"15086","g21689",-0.11677458508855,5.24996451374146,0,1,1,"NS",449,"scaffold_9","UBCD6_DROME","C4WVF3","Ubiquitin-conjugating enzyme","Y"
"15087","g21691",-0.0322353671324382,4.49183238751768,0,1,1,"NS",894,"scaffold_9","EXOS2_BOVIN","A0A2J7RGE7","Exosome complex exonuclease RRP4 N-terminal region,KH domain","Y"
"15088","g21692",0.122501956285611,5.68737903438495,0,1,1,"NS",2623,"scaffold_9","EXOC1_DROME","A0A2J7RM23","Exocyst complex component SEC3 N-terminal PIP2 binding PH,Exocyst complex component Sec3","Y"
"15089","g21694",0.263483093039,6.57212315324912,0,1,1,"NS",1628,"scaffold_9","CPNE8_HUMAN","A0A067R6R2","Copine,C2 domain","Y"
"15090","g21699",-0.215867309470571,7.65045184543671,0,1,1,"NS",1953,"scaffold_9","T2FB_DROME","A0A067RTL9","TFIIF, beta subunit N-terminus,Ring finger domain,TFIIF, beta subunit HTH domain","Y"
"15091","g21700",0.174815316894858,8.48857976738099,0,1,1,"NS",2699,"scaffold_9","EIF3C_AEDAE","A0A0L7QSI6","PCI domain,Eukaryotic translation initiation factor 3 subunit 8 N-terminus","Y"
"15092","g21710",-0.112627179613156,5.98900638208191,0,1,1,"NS",1649,"scaffold_9","DCA11_PONAB","A0A2J7PUW0","WD domain, G-beta repeat","Y"
"15093","g21714",-0.10318572419721,5.66615583792846,0,1,1,"NS",2520,"scaffold_9","STRP1_MOUSE","T1I949","Domain of unknown function (DUF3402),N1221-like protein","Y"
"15094","g21719",-0.15646045852828,5.56072494880473,0,1,1,"NS",1307,"scaffold_9","2ABA_DROME","A0A088AFC7,A0A2A3EUG6",NA,"Y"
"15095","g21720",-0.178723107130955,6.32940998369936,0,1,1,"NS",1121,"scaffold_9","RU17_HUMAN","A0A067RAA6","U1 small nuclear ribonucleoprotein of 70kDa MW N terminal,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"15096","g21828",0.0902837919490738,6.47993069000321,0,1,1,"NS",1247,"scaffold_365","ARP3_DROME","A0A067RN38","Actin","Y"
"15097","g21829",0.0153389994576276,4.86915811123224,0,1,1,"NS",1033,"scaffold_365","WIPI3_XENTR","A0A2J7QN31",NA,"Y"
"15098","g21838",-0.0543315518427638,6.45041605471475,0,1,1,"NS",1508,"scaffold_365","FIP1_PONAB","A0A1W4X1L4,A0A195CYC2","Fip1 motif","Y"
"15099","g21885",-0.191093441815579,5.4608871566141,0,1,1,"NS",2990,"scaffold_461","TINC_DROME","A0A482XC16",NA,"Y"
"15100","g21899",-0.0514234295627292,5.53866810926276,0,1,1,"NS",657,"scaffold_634","RAB4A_RAT","A0A2P8XX71","Ras family","Y"
"15101","g21984",-0.128284508967975,5.70563656436737,0,1,1,"NS",1004,"scaffold_22","CNOT7_MOUSE","A0A067RBB7","CAF1 family ribonuclease","Y"
"15102","g2200",0.0963488395345662,6.19730893827645,0,1,1,"NS",1303,"scaffold_14","AAMP_CANLF","A0A164XGJ6","WD domain, G-beta repeat","Y"
"15103","g22009",0.196773676861071,6.71133035847159,0,1,1,"NS",1583,"scaffold_124","AVR2B_XENLA","A0A067RJQ7","Protein tyrosine kinase","Y"
"15104","g2202",-0.0205088724893576,4.14773994374539,0,1,1,"NS",1216,"scaffold_14","MIGA_DROME","A0A482WX11","Mitoguardin","Y"
"15105","g22026",0.0160015368056454,6.36636476542218,0,1,1,"NS",1731,"scaffold_124","TBC12_XENTR","A0A482XT45","Rab-GTPase-TBC domain","Y"
"15106","g22053",-0.109952126043457,5.47289222044989,0,1,1,"NS",1084,"scaffold_342","MESH1_XENTR","E0VYZ2","Haloacid dehalogenase-like hydrolase,HD domain","Y"
"15107","g22074",-0.0221569256219016,7.28957102385844,0,1,1,"NS",2706,"scaffold_11","BAP31_HUMAN","K7J2I9","Bap31/Bap29 transmembrane region,Bap31/Bap29 cytoplasmic coiled-coil domain","Y"
"15108","g22077",0.0339197652837813,5.77433783028873,0,1,1,"NS",2222,"scaffold_11","I5P2_MOUSE","A0A2J7QN92","Endonuclease/Exonuclease/phosphatase family,Type II inositol 1,4,5-trisphosphate 5-phosphatase PH domain","Y"
"15109","g22088",-0.242311855587805,6.83433407991519,0,1,1,"NS",5338,"scaffold_11","LTN1_MOUSE","A0A067R777",NA,"Y"
"15110","g22090",0.00795249273062781,3.84898457022191,0,1,1,"NS",1660,"scaffold_11","DET1_HUMAN","A0A067RKE9","De-etiolated protein 1 Det1","Y"
"15111","g22091",-0.180281065502286,5.05586966981842,0,1,1,"NS",1859,"scaffold_11","GLE1_MOUSE","A0A482WSV3","GLE1-like protein","Y"
"15112","g22092",0.0607224378230065,4.69000520143695,0,1,1,"NS",435,"scaffold_11","SFT2B_HUMAN","A0A026WCZ2","Got1/Sft2-like family","Y"
"15113","g22093",-0.175480275423987,7.08385462436904,0,1,1,"NS",1654,"scaffold_11","IMA1_MOUSE","A0A1A6HGH2","Armadillo/beta-catenin-like repeat,Atypical Arm repeat,Importin beta binding domain","Y"
"15114","g2210",-0.0655290482075523,6.60070594014789,0,1,1,"NS",1991,"scaffold_14","ARMC8_DANRE","A0A067RBG7",NA,"Y"
"15115","g22116",0.0708895561182592,5.41562932989853,0,1,1,"NS",1061,"scaffold_11","SEH1_XENTR","A0A482XGL8","WD domain, G-beta repeat","Y"
"15116","g22129",0.0971677735160457,6.27595811126032,0,1,1,"NS",1965,"scaffold_11","PTN9_HUMAN","F4W941","CRAL/TRIO domain,Protein-tyrosine phosphatase","Y"
"15117","g22133",-0.202545147712289,7.68330329218568,0,1,1,"NS",1191,"scaffold_11","RB27C_DROME","B0X7P8","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"15118","g22146",0.353267615394861,7.98827353386315,0,1,1,"NS",2057,"scaffold_11","EIF3B_BOMMO","J9JVT9","Eukaryotic translation initiation factor eIF2A,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"15119","g22147",0.125006485903913,5.11210778603214,0,1,1,"NS",1082,"scaffold_11","DRG2_HUMAN","A0A2J7REX1","C-terminal region of MMR_HSR1 domain,50S ribosome-binding GTPase,TGS domain","Y"
"15120","g22159",-0.0411707896651752,6.90208464440146,0,1,1,"NS",3652,"scaffold_11","HCFC1_HUMAN","J9K4T2","Kelch motif,Galactose oxidase, central domain","Y"
"15121","g22161",-0.0326816125090952,8.01684362021003,0,1,1,"NS",3364,"scaffold_11","UBP7_RAT","A0A067RK91","Ubiquitin-specific protease C-terminal,Ubiquitin carboxyl-terminal hydrolase,ICP0-binding domain of Ubiquitin-specific protease 7,MATH domain","Y"
"15122","g22199",-0.0098271990168719,9.60883709856901,0,1,1,"NS",1944,"scaffold_11","HNRPQ_HUMAN","A0A0L7RDP9","Heterogeneous nuclear ribonucleoprotein Q acidic domain,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"15123","g22211",0.0937880367148907,5.02161984983758,0,1,1,"NS",1044,"scaffold_11","PARL_PONAB","A0A2P8XJE4","Rhomboid family","Y"
"15124","g2222",0.215926415586555,5.9298473185213,0,1,1,"NS",1297,"scaffold_14","SCPDL_HUMAN","Q17GX0","Saccharopine dehydrogenase NADP binding domain","Y"
"15125","g22253",-0.109977317040416,5.6760187722852,0,1,1,"NS",1701,"scaffold_376","EIF2D_RABIT","A0A067QYP9","Pre-PUA-like domain,Translation initiation factor SUI1","Y"
"15126","g22280",-0.154917504540729,6.62687178086914,0,1,1,"NS",1846,"scaffold_488","NXF1_MOUSE","A0A2J7R106","Nuclear transport factor 2 (NTF2) domain,TAP C-terminal domain,Tap, RNA-binding","Y"
"15127","g22302",-0.191714879829381,6.81990871856533,0,1,1,"NS",2766,"scaffold_650","SON_MOUSE","A0A067QJW6,A0A0J7KQU1","Double-stranded RNA binding motif,G-patch domain","Y"
"15128","g22307",0.152878944844552,6.14922608011104,0,1,1,"NS",1963,"scaffold_650","TMM62_MOUSE","A0A067R532","Calcineurin-like phosphoesterase","Y"
"15129","g22309",0.107196414157023,6.12695836507148,0,1,1,"NS",1136,"scaffold_650","STX5_DROME","J9JLH8","Syntaxin-5 N-terminal, Sly1p-binding domain,SNARE domain","Y"
"15130","g22332",0.197661435236303,5.51120391857355,0,1,1,"NS",1856,"scaffold_30","ANM5_XENLA","A0A2J7RP49","PRMT5 TIM barrel domain,PRMT5 oligomerisation domain,PRMT5 arginine-N-methyltransferase","Y"
"15131","g22337",0.0456040709367098,5.06487219936133,0,1,1,"NS",1020,"scaffold_30","YRDC_RAT","T1HN26","Transcription factor S-II (TFIIS),Telomere recombination","Y"
"15132","g22347",0.0557492245190314,7.47902298170234,0,1,1,"NS",968,"scaffold_30","IF2B_DROME","A0A2J7RPE5","Domain found in IF2B/IF5","Y"
"15133","g22351",0.28294203902739,5.81034952341726,0,1,1,"NS",1604,"scaffold_30","FABD_DROME","A0A2P8XRG2","Acyl transferase domain","Y"
"15134","g22356",-0.0788849141175021,7.89346903569897,0,1,1,"NS",2326,"scaffold_30","DDX23_HUMAN","A0A482X2Q3","Helicase conserved C-terminal domain,DEAD/DEAH box helicase","Y"
"15135","g22358",-0.000725626047600514,5.39262119294136,0,1,1,"NS",746,"scaffold_30","CAPZB_CHICK","A0A2P8Y6P0","F-actin capping protein, beta subunit","Y"
"15136","g22359",0.151302023483033,5.99807873112862,0,1,1,"NS",546,"scaffold_30",NA,NA,"Angiotensin II, type I receptor-associated protein (AGTRAP)","Y"
"15137","g22373",0.0119728666327932,7.80717486556373,0,1,1,"NS",413,"scaffold_30","IF5A_SPOFR","A0A482X7L3","Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold","Y"
"15138","g22395",-0.137122271151735,5.80644772189413,0,1,1,"NS",478,"scaffold_30","UBC9_XENTR","A0A026W1W6","Ubiquitin-conjugating enzyme","Y"
"15139","g22450",0.0559583999059727,6.8695526790506,0,1,1,"NS",7378,"scaffold_109","DOCK6_HUMAN","A0A482WTZ1","C2 domain in Dock180 and Zizimin proteins,Galactosyltransferase,Domain of unknown function (DUF3398),Dock homology region 2","Y"
