"gene","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"g474",1059,"scaffold_88","MARC1_MOUSE","R4FJJ3","PF03476;PF03473","MOSC N-terminal beta barrel domain; MOSC domain","IPR005303;IPR005302","MOSC, N-terminal beta barrel; Molybdenum cofactor sulfurase, C-terminal","GO:0003824;GO:0030151;GO:0030170","Y"
"g4740",481,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4741",961,"scaffold_193","CLVS2_MOUSE","E0VDE5","PF00650","CRAL/TRIO domain","IPR001251","CRAL-TRIO lipid binding domain",NA,"Y"
"g4742",926,"scaffold_193","TTPAL_PONAB","C4WVT8","PF00650","CRAL/TRIO domain","IPR001251","CRAL-TRIO lipid binding domain",NA,"Y"
"g4743",571,"scaffold_193",NA,NA,"PF12895","Anaphase-promoting complex, cyclosome, subunit 3",NA,NA,NA,"Y"
"g4744",1241,"scaffold_193",NA,"A0A087V065",NA,NA,NA,NA,NA,"Y"
"g4745",2772,"scaffold_193","HIRA_DROME","A0A482WQU9","PF00400;PF09453;PF07569","WD domain, G-beta repeat; HIRA B motif; TUP1-like enhancer of split","IPR001680;IPR019015;IPR011494","WD40 repeat; HIRA B motif; TUP1-like enhancer of split","GO:0005515;GO:0006355","Y"
"g4746",851,"scaffold_193","TTPAL_MOUSE","A0A1S3D0X5","PF00650","CRAL/TRIO domain","IPR001251","CRAL-TRIO lipid binding domain",NA,"Y"
"g4747",451,"scaffold_193","TMM18_DANRE","A0A067R500","PF14770","Transmembrane protein 18","IPR026721","Transmembrane protein 18",NA,"Y"
"g4748",1216,"scaffold_193","CLUA1_DANRE","A0A067QVA1","PF10234","Clusterin-associated protein-1","IPR019366","Clusterin-associated protein-1",NA,"Y"
"g4749",1094,"scaffold_193","128UP_DROME","A0A067REB9","PF16897;PF02824;PF01926","C-terminal region of MMR_HSR1 domain; TGS domain; 50S ribosome-binding GTPase","IPR031662;IPR004095;IPR006073","GTP binding protein, second domain; TGS; GTP binding domain","GO:0005525","Y"
"g475",5714,"scaffold_88","CAC1D_DROME","A0A482X5C9,A0A1W4WRY0,A0A151I613","PF00520;PF16885;PF16905;PF08763","Ion transport protein; Voltage-gated calcium channel subunit alpha, C-term; Voltage-dependent L-type calcium channel, IQ-associated; Voltage gated calcium channel IQ domain","IPR005821;IPR031688;IPR031649;IPR014873","Ion transport domain; Voltage-gated calcium channel subunit alpha, C-terminal; Voltage-dependent L-type calcium channel, IQ-associated domain; Voltage-dependent calcium channel, alpha-1 subunit, IQ domain","GO:0005216;GO:0006811;GO:0016020;GO:0055085","Y"
"g4750",361,"scaffold_193","RT33_BOVIN","J9JNG9","PF08293","Mitochondrial ribosomal subunit S27","IPR013219","Ribosomal protein S27/S33, mitochondrial",NA,"Y"
"g4751",1451,"scaffold_193","BALAT_DROME","A0A3S2PEA1","PF00083","Sugar (and other) transporter","IPR005828","Major facilitator,  sugar transporter-like","GO:0016021;GO:0022857;GO:0055085","Y"
"g4752",2813,"scaffold_193","CTCF_CHICK","A0A2A4K8Z2","PF00025;PF00096;PF12171","ADP-ribosylation factor family; Zinc finger, C2H2 type; Zinc-finger double-stranded RNA-binding","IPR006689;IPR013087;IPR022755","Small GTPase superfamily, ARF/SAR type; Zinc finger C2H2-type; Zinc finger, double-stranded RNA binding","GO:0005525;GO:0003676","Y"
"g4753",1136,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4754",856,"scaffold_193",NA,"A0A482X1F8",NA,NA,NA,NA,NA,"Y"
"g4755",945,"scaffold_193","TPC_BOVIN","A0A482VBL9","PF00153","Mitochondrial carrier protein","IPR018108","Mitochondrial substrate/solute carrier",NA,"Y"
"g4756",1241,"scaffold_193","NAS14_CAEEL","J9K853","PF01400","Astacin (Peptidase family M12A)","IPR001506","Peptidase M12A","GO:0004222;GO:0006508","Y"
"g4757",240,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4758",7453,"scaffold_193","ANK2_HUMAN","E9P604","PF12796;PF13424","Ankyrin repeats (3 copies); Tetratricopeptide repeat","IPR020683","Ankyrin repeat-containing domain",NA,"Y"
"g4759",7339,"scaffold_193","ANK1_HUMAN","E9P604","PF13637;PF13424;PF12796;PF00023;PF13857;PF13374","Ankyrin repeats (many copies); Tetratricopeptide repeat; Ankyrin repeats (3 copies); Ankyrin repeat; Ankyrin repeats (many copies); Tetratricopeptide repeat","IPR020683;IPR002110","Ankyrin repeat-containing domain; Ankyrin repeat","GO:0005515","Y"
"g476",979,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4760",7802,"scaffold_193","ANK1_HUMAN","E9P604","PF13374;PF13857;PF13424;PF12796","Tetratricopeptide repeat; Ankyrin repeats (many copies); Tetratricopeptide repeat; Ankyrin repeats (3 copies)","IPR020683","Ankyrin repeat-containing domain",NA,"Y"
"g4761",2023,"scaffold_193",NA,"A0A1S3DTG6",NA,NA,NA,NA,NA,"Y"
"g4762",1270,"scaffold_193","SPA3K_MOUSE","T1HLK8","PF00079","Serpin (serine protease inhibitor)","IPR023796","Serpin domain",NA,"Y"
"g4763",585,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4764",771,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4765",382,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4766",7629,"scaffold_193","ANK1_HUMAN","E9P604","PF13857;PF13637;PF13424;PF13374;PF12796;PF00023","Ankyrin repeats (many copies); Ankyrin repeats (many copies); Tetratricopeptide repeat; Tetratricopeptide repeat; Ankyrin repeats (3 copies); Ankyrin repeat","IPR020683;IPR002110","Ankyrin repeat-containing domain; Ankyrin repeat","GO:0005515","Y"
"g4767",570,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4768",201,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4769",1086,"scaffold_193","5HTR_BOMMO","K7IZ04","PF00001","7 transmembrane receptor (rhodopsin family)","IPR000276","G protein-coupled receptor, rhodopsin-like","GO:0004930;GO:0007186;GO:0016021","Y"
"g477",922,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4770",220,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4771",314,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4772",933,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4773",244,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4774",1968,"scaffold_193",NA,"A0A2J7PBN9","PF16061","Domain of unknown function (DUF4803)","IPR032062","Protein of unknown function DUF4803",NA,"Y"
"g4775",4784,"scaffold_193","F120A_BOVIN","A0A2J7RHU7","PF00653;PF01728","Inhibitor of Apoptosis domain; FtsJ-like methyltransferase","IPR001370;IPR002877","BIR repeat; Ribosomal RNA methyltransferase FtsJ domain","GO:0008168;GO:0032259","Y"
"g4776",5605,"scaffold_193","UBR3_DROME","A0A195C4T0","PF02207","Putative zinc finger in N-recognin (UBR box)","IPR003126","Zinc finger, UBR-type","GO:0008270","Y"
"g4777",439,"scaffold_193","SUMO_CAEEL","A0A3Q0ISL1","PF11976","Ubiquitin-2 like Rad60 SUMO-like","IPR022617","Rad60/SUMO-like domain",NA,"Y"
"g4778",536,"scaffold_193","PDCD6_MOUSE","A0A1W4XA87","PF13202;PF13499","EF hand; EF-hand domain pair","IPR002048","EF-hand domain","GO:0005509","Y"
"g4779",1731,"scaffold_193","PEPL1_MOUSE","D6WTW2","PF00883;PF18295","Cytosol aminopeptidase family, catalytic domain; M17 aminopeptidase N-terminal domain 2","IPR000819;IPR041417","Peptidase M17, leucyl aminopeptidase, C-terminal; Probable aminopeptidase NPEPL1, N-terminal","GO:0004177;GO:0006508","Y"
"g478",686,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4780",1369,"scaffold_193","TINAL_MOUSE","J9JMG1","PF00112","Papain family cysteine protease","IPR000668","Peptidase C1A, papain C-terminal","GO:0006508;GO:0008234","Y"
"g4781",1381,"scaffold_193","MEAK7_CHICK","A0A2J7RGK7","PF07534","TLD","IPR006571","TLDc domain",NA,"Y"
"g4782",1753,"scaffold_193",NA,NA,"PF00651;PF07707","BTB/POZ domain; BTB And C-terminal Kelch","IPR000210;IPR011705","BTB/POZ domain; BTB/Kelch-associated","GO:0005515","Y"
"g4783",2970,"scaffold_193","APH1_DROME","A0A2J7RBS3","PF06105","Aph-1 protein","IPR009294","Gamma-secretase subunit Aph-1","GO:0016021;GO:0016485;GO:0043085","Y"
"g4784",594,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
"g4785",391,"scaffold_193","PWP2_MOUSE","A0A2J7PFN0",NA,NA,NA,NA,NA,"Y"
"g4786",1220,"scaffold_1509",NA,NA,NA,NA,NA,NA,NA,"N"
"g4787",596,"scaffold_1509",NA,NA,NA,NA,NA,NA,NA,"N"
"g4788",222,"scaffold_1271",NA,NA,NA,NA,NA,NA,NA,"N"
"g4789",3937,"scaffold_2150","YI31B_YEAST","J9L709","PF17921;PF17919;PF00078;PF00665","Integrase zinc binding domain; RNase H-like domain found in reverse transcriptase; Reverse transcriptase (RNA-dependent DNA polymerase); Integrase core domain","IPR041588;IPR041577;IPR000477;IPR001584","Integrase zinc-binding domain; Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain; Reverse transcriptase domain; Integrase, catalytic core","GO:0015074","Y"
"g479",956,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4790",1007,"scaffold_1402","SPOPB_XENLA","A0A1D2MAL1","PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"g4791",1022,"scaffold_1402","SPOPB_XENLA","R4G7P9","PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"g4792",438,"scaffold_996",NA,NA,NA,NA,NA,NA,NA,"N"
"g4793",164,"scaffold_673",NA,NA,NA,NA,NA,NA,NA,"N"
"g4794",728,"scaffold_673",NA,NA,"PF04750","FAR-17a/AIG1-like protein","IPR006838","FAR-17a/AIG1-like protein","GO:0016021","Y"
"g4795",242,"scaffold_673",NA,NA,NA,NA,NA,NA,NA,"N"
"g4796",1333,"scaffold_673",NA,NA,NA,NA,NA,NA,NA,"N"
"g4797",944,"scaffold_673",NA,NA,"PF13673","Acetyltransferase (GNAT) domain","IPR000182","GNAT domain",NA,"Y"
"g4798",245,"scaffold_673",NA,NA,NA,NA,NA,NA,NA,"N"
"g4799",36,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g48",962,"scaffold_93","PR3CB_DANRE","A0A1S3DNC2","PF03370","Carbohydrate/starch-binding module (family 21)","IPR005036","CBM21 (carbohydrate binding type-21) domain","GO:0005515","Y"
"g480",2710,"scaffold_88",NA,"A0A482WIC5",NA,NA,NA,NA,NA,"Y"
"g4800",281,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4801",5038,"scaffold_169",NA,"A0A1I7VVH9","PF18701;PF05380;PF05585;PF03564;PF17921","Family of unknown function (DUF5641); Pao retrotransposon peptidase; Putative peptidase (DUF1758); Protein of unknown function (DUF1759); Integrase zinc binding domain","IPR040676;IPR008042;IPR008737;IPR005312;IPR041588","Domain of unknown function DUF5641; Retrotransposon, Pao; Peptidase aspartic, putative; Protein of unknown function DUF1759; Integrase zinc-binding domain",NA,"Y"
"g4802",380,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4803",2882,"scaffold_169","FUSIL_DROME","J9JKD1","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR000504","RNA recognition motif domain","GO:0003676","Y"
"g4804",1311,"scaffold_169","SMAP2_CHICK","J9K5S1","PF01412","Putative GTPase activating protein for Arf","IPR001164","Arf GTPase activating protein","GO:0005096","Y"
"g4805",379,"scaffold_169","LOLAL_DROME","E0VIL3","PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"g4806",612,"scaffold_169","ZFN2B_MOUSE","F4WFE2","PF02809;PF01428","Ubiquitin interaction motif; AN1-like Zinc finger","IPR003903;IPR000058","Ubiquitin interacting motif; Zinc finger, AN1-type","GO:0008270","Y"
"g4807",1342,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4808",1300,"scaffold_169",NA,"J9K1B3","PF14161;PF14160","Centrosome-associated N terminus; Centrosome-associated C terminus","IPR025739;IPR025741","Centrosome-associated, FAM110, N-terminal domain; Centrosome-associated, FAM110, C-terminal domain",NA,"Y"
"g4809",2942,"scaffold_169","INT8_DROME","A0A067RNU6",NA,NA,NA,NA,NA,"Y"
"g481",1571,"scaffold_88","FACR1_DROME","X1WIQ8","PF07993;PF03015","Male sterility protein; Male sterility protein","IPR013120;IPR033640","Male sterility, NAD-binding; Fatty acyl-CoA reductase, C-terminal",NA,"Y"
"g4810",2073,"scaffold_169","NETO2_HUMAN","A0A482WIH3","PF00431","CUB domain","IPR000859","CUB domain",NA,"Y"
"g4811",322,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4812",3848,"scaffold_169","OPLA_HUMAN","J9JV32","PF02538;PF05378;PF01968","Hydantoinase B/oxoprolinase; Hydantoinase/oxoprolinase N-terminal region; Hydantoinase/oxoprolinase","IPR003692;IPR008040;IPR002821","Hydantoinase B/oxoprolinase; Hydantoinaseoxoprolinase, N-terminal; Hydantoinase A/oxoprolinase","GO:0003824;GO:0016787","Y"
"g4813",1854,"scaffold_169","GMPR1_RAT","K7IWB2","PF00478","IMP dehydrogenase / GMP reductase domain","IPR001093","IMP dehydrogenase/GMP reductase","GO:0003824;GO:0055114","Y"
"g4814",730,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4815",1338,"scaffold_169","ASM3B_MOUSE","A0A482X7B8","PF00149","Calcineurin-like phosphoesterase","IPR004843","Calcineurin-like phosphoesterase domain, ApaH type","GO:0016787","Y"
"g4816",311,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4817",418,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4818",535,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4819",393,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g482",2056,"scaffold_88","ZN782_HUMAN",NA,"PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g4820",2412,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4821",1581,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4822",1638,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4823",843,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4824",805,"scaffold_169",NA,NA,NA,NA,NA,NA,NA,"N"
"g4825",428,"scaffold_169",NA,"A0A482VAJ4","PF04281","Mitochondrial import receptor subunit Tom22","IPR005683","Mitochondrial import receptor subunit Tom22","GO:0005741;GO:0006886","Y"
"g4826",759,"scaffold_169","PITC1_DROME","A0A1S3D367","PF02121","Phosphatidylinositol transfer protein","IPR001666","Phosphatidylinositol transfer protein","GO:0005548;GO:0015914","Y"
"g4827",1355,"scaffold_169","HFW2_DROME","J9LS61","PF13855","Leucine rich repeat","IPR001611","Leucine-rich repeat","GO:0005515","Y"
"g4828",1266,"scaffold_169",NA,NA,"PF00035","Double-stranded RNA binding motif","IPR014720","Double-stranded RNA-binding domain",NA,"Y"
"g4829",229,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g483",2234,"scaffold_88",NA,NA,"PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g4830",1039,"scaffold_304","ANXA6_CHICK","A0A226EMY3","PF00191","Annexin","IPR018502","Annexin repeat","GO:0005509;GO:0005544","Y"
"g4831",1102,"scaffold_304",NA,NA,"PF00191","Annexin","IPR018502","Annexin repeat","GO:0005509;GO:0005544","Y"
"g4832",1030,"scaffold_304","ANX11_DROME","A0A226EMY3","PF00191","Annexin","IPR018502","Annexin repeat","GO:0005509;GO:0005544","Y"
"g4833",760,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4834",563,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4835",587,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4836",1871,"scaffold_304",NA,"A0A0R3QEM9","PF13976","GAG-pre-integrase domain","IPR025724","GAG-pre-integrase domain",NA,"Y"
"g4837",1291,"scaffold_304","POLX_TOBAC","K7JG32","PF07727","Reverse transcriptase (RNA-dependent DNA polymerase)","IPR013103","Reverse transcriptase, RNA-dependent DNA polymerase",NA,"Y"
"g4838",238,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4839",238,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g484",1223,"scaffold_88",NA,NA,"PF10488","Phosphatase-1 catalytic subunit binding region","IPR019523","Protein phosphatase 1, regulatory subunit 15A/B, C-terminal",NA,"Y"
"g4840",442,"scaffold_304","CALL4_BOVIN","T1ICB4","PF13499","EF-hand domain pair","IPR002048","EF-hand domain","GO:0005509","Y"
"g4841",479,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4842",253,"scaffold_304",NA,"T1ICY5",NA,NA,NA,NA,NA,"Y"
"g4843",581,"scaffold_304","ACHA7_RAT","A0A067R5X7","PF02931","Neurotransmitter-gated ion-channel ligand binding domain","IPR006202","Neurotransmitter-gated ion-channel ligand-binding domain","GO:0005230;GO:0006811;GO:0016021","Y"
"g4844",1008,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4845",935,"scaffold_304","A1A1A_DANRE","A0A2J7Q6Z6","PF00248","Aldo/keto reductase family","IPR023210","NADP-dependent oxidoreductase domain",NA,"Y"
"g4846",533,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4847",1957,"scaffold_304",NA,"D6WQG5","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4848",918,"scaffold_304",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g4849",714,"scaffold_304",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g485",1617,"scaffold_88","DBX1_RAT","A0A3Q0JLJ7","PF00046","Homeodomain","IPR001356","Homeobox domain","GO:0003677","Y"
"g4850",521,"scaffold_304",NA,NA,NA,NA,NA,NA,NA,"N"
"g4851",915,"scaffold_304",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g4852",96,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4853",266,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4854",365,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4855",1229,"scaffold_578",NA,NA,"PF02949","7tm Odorant receptor","IPR004117","Olfactory receptor, insect","GO:0004984;GO:0005549;GO:0007608;GO:0016020","Y"
"g4856",2225,"scaffold_578","CMTR1_AILME","A0A2J7RSM3","PF01728;PF01585","FtsJ-like methyltransferase; G-patch domain","IPR002877;IPR000467","Ribosomal RNA methyltransferase FtsJ domain; G-patch domain","GO:0008168;GO:0032259;GO:0003676","Y"
"g4857",2123,"scaffold_578","COPIA_DROME","A0A151TIH6","PF00665;PF07727","Integrase core domain; Reverse transcriptase (RNA-dependent DNA polymerase)","IPR001584;IPR013103","Integrase, catalytic core; Reverse transcriptase, RNA-dependent DNA polymerase","GO:0015074","Y"
"g4858",503,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4859",1736,"scaffold_578","BN3D1_DROME","A0A0N1ITL6","PF13649;PF06859","Methyltransferase domain; Bicoid-interacting protein 3 (Bin3)","IPR041698;IPR010675","Methyltransferase domain 25; RNA methyltransferase bin3, C-terminal","GO:0008168","Y"
"g486",954,"scaffold_88","DEGS1_BOVIN","A0A1W4XBA7","PF00487;PF08557","Fatty acid desaturase; Sphingolipid Delta4-desaturase (DES)","IPR005804;IPR013866","Fatty acid desaturase domain; Sphingolipid delta4-desaturase, N-terminal","GO:0006629","Y"
"g4860",1152,"scaffold_578","UB2D3_RAT","A0A0L8HQP9","PF00179","Ubiquitin-conjugating enzyme","IPR000608","Ubiquitin-conjugating enzyme E2",NA,"Y"
"g4861",2205,"scaffold_578","TORSO_BOMMO","A0A158NVS0","PF07714","Protein tyrosine kinase","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672;GO:0006468","Y"
"g4862",210,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4863",313,"scaffold_578","URM1_CAPHI","A0A2B4SCG0","PF09138","Urm1 (Ubiquitin related modifier)","IPR015221","Ubiquitin-related modifier 1","GO:0005737;GO:0034227","Y"
"g4864",835,"scaffold_578","WUN_DROME","J9K159","PF01569","PAP2 superfamily","IPR000326","Phosphatidic acid phosphatase type 2/haloperoxidase",NA,"Y"
"g4865",267,"scaffold_578",NA,NA,"PF01779","Ribosomal L29e protein family","IPR002673","Ribosomal protein L29e","GO:0003735;GO:0005840;GO:0006412","Y"
"g4866",2904,"scaffold_578","EP15R_HUMAN","A0A2J7PT06","PF12763","Cytoskeletal-regulatory complex EF hand","IPR000261","EH domain","GO:0005515","Y"
"g4867",2346,"scaffold_578",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4868",1277,"scaffold_578",NA,"J9JS65","PF13639","Ring finger domain","IPR001841","Zinc finger, RING-type",NA,"Y"
"g4869",738,"scaffold_578","PABP2_DROME","A0A2A4KAX8","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR000504","RNA recognition motif domain","GO:0003676","Y"
"g487",330,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4870",961,"scaffold_578","SGF29_MOUSE","A0A067QXF8","PF07039","SGF29 tudor-like domain","IPR010750","SGF29 tudor-like domain",NA,"Y"
"g4871",1948,"scaffold_578","FAF1_MOUSE","A0A2P8YAT4","PF14555;PF00789","UBA-like domain; UBX domain","IPR001012","UBX domain","GO:0005515","Y"
"g4872",701,"scaffold_578","EIF3J_BOMMO",NA,"PF08597","Translation initiation factor eIF3 subunit","IPR013906","Eukaryotic translation initiation factor 3 subunit J","GO:0003743;GO:0005737;GO:0005852","Y"
"g4873",735,"scaffold_578",NA,NA,NA,NA,NA,NA,NA,"N"
"g4874",839,"scaffold_1610","UDPE_NPVSL","J9JL75","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g4875",2966,"scaffold_609","WDR33_MOUSE","T1HX09","PF00400","WD domain, G-beta repeat","IPR001680","WD40 repeat","GO:0005515","Y"
"g4876",245,"scaffold_609",NA,NA,"PF10937","Ribosomal protein S36, mitochondrial","IPR020373","Ribosomal protein S36, mitochondrial",NA,"Y"
"g4877",2062,"scaffold_609","SEM1A_SCHAM","A0A482XGI0","PF01403;PF01437","Sema domain; Plexin repeat","IPR001627;IPR002165","Sema domain; Plexin repeat","GO:0005515","Y"
"g4878",700,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4879",378,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g488",251,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4880",473,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4881",482,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4882",482,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4883",488,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4884",503,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4885",479,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4886",485,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4887",413,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4888",1008,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4889",485,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g489",638,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4890",521,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4891",482,"scaffold_584",NA,NA,NA,NA,NA,NA,NA,"N"
"g4892",733,"scaffold_1696",NA,NA,NA,NA,NA,NA,NA,"N"
"g4893",1913,"scaffold_760","PDE11_TAKRU","J9JUC9","PF01590;PF00233","GAF domain; 3'5'-cyclic nucleotide phosphodiesterase","IPR003018;IPR002073","GAF domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain","GO:0005515;GO:0004114;GO:0007165","Y"
"g4894",431,"scaffold_1500",NA,NA,"PF09339","IclR helix-turn-helix domain","IPR005471","Transcription regulator IclR, N-terminal","GO:0003677;GO:0006355","Y"
"g4895",377,"scaffold_281","H2A_PARLI","C3YMG8","PF00125;PF16211","Core histone H2A/H2B/H3/H4; C-terminus of histone H2A","IPR007125;IPR032454","Histone H2A/H2B/H3; Histone H2A, C-terminal domain","GO:0000786;GO:0003677","Y"
