"gene","gene_len","seq","blast","diamond","interpro","anno"
"g9181",1424,"scaffold_147",NA,"A0A3S3RK81","Integrase zinc binding domain,Integrase core domain","Y"
"g9182",1399,"scaffold_147",NA,NA,NA,"N"
"g9183",1214,"scaffold_147",NA,"T1I0H6",NA,"Y"
"g9184",817,"scaffold_147",NA,NA,NA,"N"
"g9185",1864,"scaffold_147",NA,NA,NA,"N"
"g9186",3034,"scaffold_757",NA,NA,NA,"N"
"g9187",1187,"scaffold_757",NA,NA,NA,"N"
"g9188",347,"scaffold_757",NA,NA,NA,"N"
"g9189",278,"scaffold_757",NA,NA,NA,"N"
"g919",1376,"scaffold_536","CPN2_HUMAN",NA,"Leucine rich repeat","Y"
"g9190",905,"scaffold_757",NA,NA,"Baculovirus FP protein","Y"
"g9191",2164,"scaffold_442",NA,"A0A067R8C5",NA,"Y"
"g9192",418,"scaffold_442",NA,NA,NA,"N"
"g9193",203,"scaffold_442",NA,NA,NA,"N"
"g9194",634,"scaffold_442",NA,"A0A482WFK1",NA,"Y"
"g9195",1250,"scaffold_442",NA,NA,NA,"N"
"g9196",430,"scaffold_442",NA,NA,NA,"N"
"g9197",563,"scaffold_442",NA,NA,NA,"N"
"g9198",1479,"scaffold_178",NA,NA,"Domain of unknown function (DUF4774)","Y"
"g9199",346,"scaffold_178",NA,NA,NA,"N"
"g92",1775,"scaffold_360",NA,NA,NA,"N"
"g920",2386,"scaffold_536",NA,NA,NA,"N"
"g9200",1671,"scaffold_178","FHL2_BOVIN","A0A067RMA3","LIM domain,PET Domain","Y"
"g9201",426,"scaffold_178",NA,NA,"Insect cuticle protein","Y"
"g9202",1040,"scaffold_178","NAA30_MOUSE","T1I2G2","Acetyltransferase (GNAT) family","Y"
"g9203",528,"scaffold_178",NA,NA,NA,"N"
"g9204",449,"scaffold_178",NA,NA,"PBP/GOBP family","Y"
"g9205",1454,"scaffold_178","SMSR1_DROME","A0A482WVQ2","PAP2 superfamily C-terminal,SAM domain (Sterile alpha motif)","Y"
"g9206",1519,"scaffold_178","CDS_DROME","R4FPG7,A0A067QR92","Cytidylyltransferase family","Y"
"g9207",3315,"scaffold_178","BMS1_SCHPO","J9KB16","AARP2CN (NUC121) domain,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal","Y"
"g9208",3419,"scaffold_178","DPOG1_DROME","X1WIQ6","DNA polymerase family A,DNA mitochondrial polymerase exonuclease domain","Y"
"g9209",365,"scaffold_178","EIF1A_BOVIN",NA,"Translation initiation factor 1A / IF-1","Y"
"g921",203,"scaffold_536",NA,NA,NA,"N"
"g9210",616,"scaffold_178","IF4E_RAT","T1IC32","Eukaryotic initiation factor 4E","Y"
"g9211",1519,"scaffold_178","ZDH14_MOUSE","J9JKQ7","DHHC palmitoyltransferase","Y"
"g9212",1296,"scaffold_178","NSUN5_MOUSE","A0A088A156","16S rRNA methyltransferase RsmB/F","Y"
"g9213",2592,"scaffold_178","ZN582_HUMAN","A0A067RRT2","Zinc finger, C2H2 type,Zinc-finger of C2H2 type","Y"
"g9214",1991,"scaffold_178","CEP97_MOUSE","A0A195BRE0","IQ calmodulin-binding motif,Leucine-rich repeat","Y"
"g9215",2926,"scaffold_178","NAT10_HUMAN","A0A482WZ30","Helicase,GNAT acetyltransferase 2,Domain of unknown function (DUF1726),Possible tRNA binding domain","Y"
"g9216",252,"scaffold_178",NA,NA,NA,"N"
"g9217",998,"scaffold_178","GLNA_PANAR","J9JML2","Glutamine synthetase, catalytic domain,Glutamine synthetase, beta-Grasp domain","Y"
"g9218",266,"scaffold_178",NA,NA,NA,"N"
"g9219",557,"scaffold_178","SGT1_HUMAN","A0A087US97","CS domain,SGS domain","Y"
"g922",1526,"scaffold_536",NA,NA,NA,"N"
"g9220",1526,"scaffold_178","ESTF_MYZPE","J9JNV3","Carboxylesterase family","Y"
"g9221",1059,"scaffold_178","T184C_XENLA","A0A2J7RG46","Organic solute transporter Ostalpha","Y"
"g9222",753,"scaffold_178","NFYA_HUMAN","N6T691","CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B","Y"
"g9223",2932,"scaffold_178","MA2B1_BOVIN","J9JTZ7","Glycosyl hydrolases family 38 C-terminal domain,Glycosyl hydrolases family 38 N-terminal domain,Glycosyl hydrolases family 38 C-terminal beta sandwich domain,Alpha mannosidase middle domain","Y"
"g9224",1539,"scaffold_178","CAPAR_DROME","J9K383","7 transmembrane receptor (rhodopsin family)","Y"
"g9225",533,"scaffold_178",NA,NA,"ML domain","Y"
"g9226",7081,"scaffold_178",NA,NA,NA,"N"
"g9227",228,"scaffold_178",NA,NA,NA,"N"
"g9228",260,"scaffold_178",NA,NA,NA,"N"
"g9229",1799,"scaffold_178","ZNT9_DANRE","A0A2J7PFH2","Cation efflux family","Y"
"g923",224,"scaffold_536",NA,NA,NA,"N"
"g9230",927,"scaffold_178","DUS10_BOVIN","A0A0L7R1W1,E0VWS7","Dual specificity phosphatase, catalytic domain,Rhodanese-like domain","Y"
"g9231",2195,"scaffold_178","EXO1_DROME","A0A482WMW9","XPG N-terminal domain,XPG I-region","Y"
"g9232",969,"scaffold_178","CALUB_SALSA","A0A2J7Q112","EF hand","Y"
"g9233",5860,"scaffold_178",NA,NA,NA,"N"
"g9234",1037,"scaffold_178","BCAT1_SHEEP","J9K678","Amino-transferase class IV","Y"
"g9235",809,"scaffold_178",NA,NA,NA,"N"
"g9236",1008,"scaffold_178","HAND2_RAT","A0A1W4WRG2","Helix-loop-helix DNA-binding domain","Y"
"g9237",2284,"scaffold_178","NBEA_DROME","J9JVW6","Beige/BEACH domain,WD domain, G-beta repeat,PH domain associated with Beige/BEACH","Y"
"g9238",638,"scaffold_178",NA,NA,NA,"N"
"g9239",1097,"scaffold_178","MAB21_ANOGA","T1HIR3","Mab-21 protein","Y"
"g924",1522,"scaffold_536","QORL1_HUMAN","A0A087TDB9","Alcohol dehydrogenase GroES-like domain","Y"
"g9240",1142,"scaffold_178","MAB21_ANOGA","T1HIR3","Mab-21 protein","Y"
"g9241",6800,"scaffold_178","NBEA_HUMAN","A0A195BGQ2,A0A158N9E3","Domain of unknown function (DUF4704),Domain of Unknown Function (DUF1088)","Y"
"g9242",251,"scaffold_178",NA,NA,NA,"N"
"g9243",468,"scaffold_178","TNNC1_BLAGE","C4WUV3","EF-hand domain pair","Y"
"g9244",283,"scaffold_178",NA,NA,NA,"N"
"g9245",1981,"scaffold_178",NA,NA,NA,"N"
"g9246",1167,"scaffold_178","ZN502_HUMAN",NA,"Zinc finger, C2H2 type","Y"
"g9247",2773,"scaffold_178",NA,"A0A067QL05","FAST kinase-like protein, subdomain 2","Y"
"g9248",584,"scaffold_178",NA,NA,NA,"N"
"g9249",756,"scaffold_178",NA,"J9JSU5","Haemolymph juvenile hormone binding protein (JHBP)","Y"
"g925",1231,"scaffold_1031",NA,NA,NA,"N"
"g9250",1115,"scaffold_178","LIAS_DROAN","A0A212EVM3","N-terminal domain of lipoyl synthase of Radical_SAM family,Radical SAM superfamily","Y"
"g9251",1199,"scaffold_178","CDK9_XENTR","A0A088ANS9","Haspin like kinase domain,Protein kinase domain","Y"
"g9252",1496,"scaffold_178","RASF8_HUMAN","A0A2J7QQL1","Ras association (RalGDS/AF-6) domain","Y"
"g9253",1234,"scaffold_178",NA,"X1WJI4","Galactose binding lectin domain","Y"
"g9254",427,"scaffold_1285",NA,NA,NA,"N"
"g9255",282,"scaffold_1753",NA,NA,NA,"N"
"g9256",250,"scaffold_1753",NA,NA,NA,"N"
"g9257",241,"scaffold_1252",NA,NA,NA,"N"
"g9258",1114,"scaffold_852","CPL1_CAEEL","E2C9C0","Papain family cysteine protease,Cathepsin propeptide inhibitor domain (I29)","Y"
"g9259",347,"scaffold_58",NA,NA,NA,"N"
"g926",2577,"scaffold_1031",NA,NA,NA,"N"
"g9260",333,"scaffold_58",NA,NA,NA,"N"
"g9261",2448,"scaffold_58","AF9_MOUSE","A0A2P8XI62","YEATS family,ANC1 homology domain (AHD)","Y"
"g9262",1199,"scaffold_58",NA,NA,"7tm Chemosensory receptor","Y"
"g9263",418,"scaffold_58",NA,NA,NA,"N"
"g9264",946,"scaffold_58",NA,NA,NA,"N"
"g9265",376,"scaffold_58",NA,NA,NA,"N"
"g9266",302,"scaffold_58",NA,NA,NA,"N"
"g9267",679,"scaffold_58",NA,NA,NA,"N"
"g9268",1627,"scaffold_58",NA,NA,NA,"N"
"g9269",2918,"scaffold_58",NA,NA,NA,"N"
"g927",2372,"scaffold_1031",NA,NA,NA,"N"
"g9270",1663,"scaffold_58",NA,NA,NA,"N"
"g9271",1179,"scaffold_58","LACH_DROME","A0A067RKA0","Immunoglobulin domain","Y"
"g9272",1238,"scaffold_58",NA,NA,NA,"N"
"g9273",1124,"scaffold_58",NA,NA,NA,"N"
"g9274",1044,"scaffold_58","ESTF_MYZPE","J9JRY6","Carboxylesterase family","Y"
"g9275",1015,"scaffold_58",NA,NA,"Predicted AAA-ATPase","Y"
"g9276",1670,"scaffold_58","ESTF_MYZPE","J9K2J7","Carboxylesterase family","Y"
"g9277",1574,"scaffold_58",NA,NA,"Predicted AAA-ATPase","Y"
"g9278",1682,"scaffold_58","ESTF_MYZPE","J9K2J7","Carboxylesterase family","Y"
"g9279",332,"scaffold_58",NA,NA,NA,"N"
"g928",6225,"scaffold_603","PI4KA_RAT","E0W3P8","Phosphatidylinositol 3- and 4-kinase,Phosphoinositide 3-kinase family, accessory domain (PIK domain)","Y"
"g9280",580,"scaffold_58",NA,NA,NA,"N"
"g9281",1219,"scaffold_58","LACH_SCHAM","E0VYZ0","Immunoglobulin I-set domain,Immunoglobulin domain","Y"
"g9282",467,"scaffold_58",NA,NA,NA,"N"
"g9283",3580,"scaffold_58","ZFR_DANRE","A0A210QVP5","Zinc-finger of C2H2 type,DZF domain","Y"
"g9284",629,"scaffold_58",NA,NA,NA,"N"
"g9285",608,"scaffold_58",NA,NA,NA,"N"
"g9286",3156,"scaffold_58","INT3_MOUSE","J9K7G9","Integrator complex subunit 3","Y"
"g9287",2107,"scaffold_58","RN126_BOVIN","A0A2J7PHU5","Ring finger domain,zinc-ribbon,Zinc knuckle","Y"
"g9288",1086,"scaffold_58","KDSR_HUMAN","A0A067RUJ4","short chain dehydrogenase","Y"
"g9289",1088,"scaffold_58",NA,"A0A2P8XTM5","Arrestin (or S-antigen), N-terminal domain,Arrestin (or S-antigen), C-terminal domain","Y"
"g929",548,"scaffold_603","CSN8_DANRE","A0A482X9Y0","CSN8/PSMD8/EIF3K family","Y"
"g9290",1653,"scaffold_58","ARRD3_PONAB","A0A2P8XTM5","Arrestin (or S-antigen), N-terminal domain,Arrestin (or S-antigen), C-terminal domain","Y"
"g9291",3036,"scaffold_58","DHX34_MOUSE","A0A0L7RFZ6","Helicase conserved C-terminal domain,Oligonucleotide/oligosaccharide-binding (OB)-fold,DEAD/DEAH box helicase,Helicase associated domain (HA2)","Y"
"g9292",211,"scaffold_58",NA,NA,NA,"N"
"g9293",431,"scaffold_58",NA,NA,"IclR helix-turn-helix domain","Y"
"g9294",382,"scaffold_58",NA,NA,NA,"N"
"g9295",2350,"scaffold_58",NA,"A0A261DAX9","Predicted AAA-ATPase","Y"
"g9296",428,"scaffold_58",NA,NA,"HMG (high mobility group) box","Y"
"g9297",560,"scaffold_58",NA,NA,NA,"N"
"g9298",782,"scaffold_58",NA,NA,NA,"N"
"g9299",220,"scaffold_58",NA,NA,NA,"N"
"g93",859,"scaffold_360",NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y"
"g930",333,"scaffold_603",NA,NA,NA,"N"
"g9300",268,"scaffold_58",NA,NA,NA,"N"
"g9301",419,"scaffold_58",NA,NA,NA,"N"
"g9302",2124,"scaffold_58",NA,"J9KMA4",NA,"Y"
"g9303",270,"scaffold_58",NA,NA,NA,"N"
"g9304",486,"scaffold_58","KCNN_DROME","K7J8I0","Calcium-activated SK potassium channel","Y"
"g9305",828,"scaffold_58","KCNN_DROME","K7J8I0","Calcium-activated SK potassium channel","Y"
"g9306",977,"scaffold_58","KCNN_DROME","A0A067QZX8","Calmodulin binding domain,Ion channel","Y"
"g9307",924,"scaffold_1544","FA10_MOUSE","A0A067QKT3","Trypsin","Y"
"g9308",463,"scaffold_737",NA,"A0A482X618","Immunoglobulin I-set domain","Y"
"g9309",1951,"scaffold_737","SCRT_DROME","A0A482XKI0","ABC-2 type transporter,ABC transporter","Y"
"g931",1392,"scaffold_603","DUS1L_HUMAN","A0A067RDJ2","Dihydrouridine synthase (Dus)","Y"
"g9310",1900,"scaffold_737",NA,NA,NA,"N"
"g9311",1933,"scaffold_918",NA,NA,NA,"N"
"g9312",2084,"scaffold_918",NA,NA,NA,"N"
"g9313",1094,"scaffold_918",NA,NA,NA,"N"
"g9314",1976,"scaffold_918",NA,NA,NA,"N"
"g9315",7153,"scaffold_1087",NA,"A0A226F5N4","Helitron helicase-like domain at N-terminus,PIF1-like helicase","Y"
"g9316",1054,"scaffold_1087",NA,NA,NA,"N"
"g9317",4026,"scaffold_401","DMDA_DROME","J9K968","EF-hand,Zinc finger, ZZ type,Spectrin repeat,EF hand","Y"
"g9318",1280,"scaffold_401",NA,"J9JS56","Protein of unknown function (DUF1676)","Y"
"g9319",7918,"scaffold_401","DMD_CHICK","A0A2A3E4Z9","Calponin homology (CH) domain,Spectrin repeat","Y"
"g932",705,"scaffold_603",NA,NA,NA,"N"
"g9320",497,"scaffold_401",NA,NA,NA,"N"
"g9321",801,"scaffold_401","LENG1_HUMAN",NA,NA,"Y"
"g9322",3641,"scaffold_401","CNOT4_HUMAN","J9JJ39","RING/Ubox like zinc-binding domain,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g9323",1497,"scaffold_401","CRCM1_DROME","A0A2J7PX12","Mediator of CRAC channel activity","Y"
"g9324",1141,"scaffold_401","SPPL3_MOUSE","A0A482WJE3","Signal peptide peptidase","Y"
"g9325",3470,"scaffold_401","JHD1_DROME","A0A482XKA8","F-box-like,JmjC domain, hydroxylase,Jumonji helical domain,PHD-finger,CXXC zinc finger domain","Y"
"g9326",1427,"scaffold_401",NA,"J9JQ62","TLD","Y"
"g9327",1649,"scaffold_401",NA,"A0A2P8Z333","SOCS box","Y"
"g9328",1136,"scaffold_401","MDHM_PONAB","A0A0J7NNS3","lactate/malate dehydrogenase, NAD binding domain,lactate/malate dehydrogenase, alpha/beta C-terminal domain","Y"
"g9329",1418,"scaffold_401","DEAF1_DROME","A0A482X5T0","SAND domain,MYND finger","Y"
"g933",1751,"scaffold_603","ZDH11_MOUSE","X1XGN7","DHHC palmitoyltransferase","Y"
"g9330",381,"scaffold_401",NA,NA,NA,"N"
"g9331",6102,"scaffold_401","AFFL_DROER","A0A067R8T3","AF-4 proto-oncoprotein","Y"
"g9332",505,"scaffold_401","SEP15_HUMAN","D6WEH9","Sep15/SelM redox domain","Y"
"g9333",105,"scaffold_1207",NA,NA,NA,"N"
"g9334",425,"scaffold_256",NA,NA,NA,"N"
"g9335",1104,"scaffold_256","ABD12_RAT","A0A067QHM6","alpha/beta hydrolase fold","Y"
"g9336",1490,"scaffold_256",NA,NA,NA,"N"
"g9337",353,"scaffold_256",NA,NA,NA,"N"
"g9338",1085,"scaffold_256",NA,"A0A482WVA9","Immunoglobulin domain,Immunoglobulin I-set domain","Y"
"g9339",896,"scaffold_256",NA,NA,NA,"N"
"g934",518,"scaffold_603","GYAR_PYRFU","C4WTS7","D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain","Y"
"g9340",349,"scaffold_256",NA,NA,NA,"N"
"g9341",1024,"scaffold_256",NA,NA,NA,"N"
"g9342",368,"scaffold_256",NA,NA,NA,"N"
"g9343",1487,"scaffold_256",NA,NA,NA,"N"
"g9344",950,"scaffold_256",NA,"A0A482WVA9","CD80-like C2-set immunoglobulin domain","Y"
"g9345",325,"scaffold_256",NA,NA,NA,"N"
"g9346",343,"scaffold_256",NA,NA,NA,"N"
"g9347",431,"scaffold_256",NA,NA,NA,"N"
"g9348",265,"scaffold_256",NA,NA,NA,"N"
"g9349",2633,"scaffold_256","POL4_DROME","A0A0J7NWH7","RNase H-like domain found in reverse transcriptase","Y"
"g935",7745,"scaffold_603",NA,"A0A067R0G0","Putative nucleic acid-binding region","Y"
"g9350",395,"scaffold_256",NA,NA,NA,"N"
"g9351",253,"scaffold_256",NA,NA,NA,"N"
"g9352",274,"scaffold_256",NA,NA,NA,"N"
"g9353",292,"scaffold_256",NA,NA,NA,"N"
"g9354",692,"scaffold_256",NA,NA,NA,"N"
"g9355",206,"scaffold_256",NA,NA,NA,"N"
"g9356",285,"scaffold_256",NA,NA,NA,"N"
"g9357",285,"scaffold_256",NA,NA,NA,"N"
"g9358",204,"scaffold_153",NA,NA,NA,"N"
"g9359",233,"scaffold_153",NA,NA,NA,"N"
"g936",1484,"scaffold_603","HNRL1_HUMAN","A0A087ZSB5","SPRY domain,SAP domain","Y"
"g9360",197,"scaffold_153",NA,NA,NA,"N"
"g9361",298,"scaffold_153",NA,NA,NA,"N"
"g9362",212,"scaffold_153",NA,NA,NA,"N"
"g9363",335,"scaffold_153",NA,NA,NA,"N"
"g9364",1238,"scaffold_153",NA,NA,NA,"N"
"g9365",2696,"scaffold_153",NA,"A0A2A3ERP1,A0A088AUF4,J9K453","MAP7 (E-MAP-115) family","Y"
"g9366",1690,"scaffold_153",NA,"A0A482XFZ8","Myb DNA-binding like","Y"
"g9367",1688,"scaffold_153","AIFM3_HUMAN","J9K4Y0","Rieske [2Fe-2S] domain,Reductase C-terminal,Pyridine nucleotide-disulphide oxidoreductase","Y"
"g9368",229,"scaffold_153",NA,NA,NA,"N"
"g9369",2695,"scaffold_153","BTBD7_HUMAN","A0A2J7R582","BTB/POZ domain,BTB And C-terminal Kelch","Y"
"g937",518,"scaffold_603",NA,NA,"Replication factor-A C terminal domain","Y"
"g9370",2279,"scaffold_153","EZH2_MACFA","A0A067RQR0","CXC domain,SET domain,Polycomb repressive complex 2 tri-helical domain","Y"
"g9371",959,"scaffold_153","MEMO1_MOUSE","A0A067RAM7","Memo-like protein","Y"
"g9372",924,"scaffold_153","XRCC3_HUMAN","R4FND4","Rad51","Y"
"g9373",644,"scaffold_153","MED7_ANOGA","E2BJ80","MED7 protein","Y"
"g9374",2570,"scaffold_153","API5_CHICK","A0A2J7PCF1","Fic/DOC family,Apoptosis inhibitory protein 5 (API5)","Y"
"g9375",1077,"scaffold_153","ACT5C_ANOGA","A0A1I8PU39","Actin","Y"
"g9376",894,"scaffold_153","SF3A2_HUMAN","A0A1S3DIY1","Zinc-finger of C2H2 type,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)","Y"
"g9377",436,"scaffold_153","RL27A_BOVIN","A0A482WJ86","Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A","Y"
"g9378",1018,"scaffold_153","RM39_DROME","A0A2J7QXP0",NA,"Y"
"g9379",1564,"scaffold_153",NA,"A0A482XSK2","Cation efflux family","Y"
"g938",448,"scaffold_603",NA,NA,"Replication factor-A C terminal domain","Y"
"g9380",1065,"scaffold_153","ASPG_SPOFR","A0A182G2Y0","Asparaginase","Y"
"g9381",986,"scaffold_153","PDIP2_MOUSE","A0A067QZK5","ApaG domain,Hemimethylated DNA-binding protein YccV like","Y"
"g9382",1869,"scaffold_153",NA,"J9L259","Low-density lipoprotein receptor domain class A","Y"
"g9383",902,"scaffold_153",NA,NA,NA,"N"
"g9384",709,"scaffold_153",NA,NA,NA,"N"
"g9385",1924,"scaffold_153","DHGL_DROPS","A0A482WFV2","GMC oxidoreductase","Y"
"g9386",3729,"scaffold_153",NA,"J9K020",NA,"Y"
"g9387",1686,"scaffold_153","GUN4_THEFU","A0A2J7Q763","Glycosyl hydrolase family 9","Y"
"g9388",924,"scaffold_153",NA,"J9JJD5","CRAL/TRIO domain","Y"
"g9389",2738,"scaffold_153","MY18A_RAT","A0A2P8YDJ3","Myosin tail","Y"
"g939",218,"scaffold_875",NA,NA,NA,"N"
"g9390",5637,"scaffold_153","MY18A_HUMAN","A0A067RC42","IQ calmodulin-binding motif,Myosin head (motor domain)","Y"
"g9391",835,"scaffold_153",NA,"A0A154NWS0","PDZ domain","Y"
"g9392",1226,"scaffold_153","RSLAB_MOUSE","A0A067QZY4","Ras family","Y"
"g9393",1394,"scaffold_153","ORCO_ANOGA","T1H8X7","7tm Odorant receptor","Y"
"g9394",3717,"scaffold_153","FAS_MOUSE","A0A482WIX9","Acyl transferase domain,Beta-ketoacyl synthase, C-terminal domain,Polyketide synthase dehydratase,Ketoacyl-synthetase C-terminal extension,Beta-ketoacyl synthase, N-terminal domain","Y"
"g9395",851,"scaffold_153",NA,NA,NA,"N"
"g9396",1796,"scaffold_153","COPIA_DROME","K7JG34","GAG-pre-integrase domain,Integrase core domain","Y"
"g9397",2570,"scaffold_153","FAS_RAT","J9K5E2",NA,"Y"
"g9398",221,"scaffold_153",NA,NA,NA,"N"
"g9399",3146,"scaffold_153",NA,NA,NA,"N"
"g94",1494,"scaffold_360",NA,NA,"JmjC domain, hydroxylase","Y"
"g940",218,"scaffold_875",NA,NA,NA,"N"
"g9400",2110,"scaffold_153",NA,NA,NA,"N"
"g9401",2360,"scaffold_153",NA,NA,NA,"N"
"g9402",233,"scaffold_153",NA,NA,NA,"N"
"g9403",3658,"scaffold_153","FAS_MOUSE","X1XTW6","Integrase core domain,KR domain,RNase H-like domain found in reverse transcriptase,Zinc-binding dehydrogenase,Integrase zinc binding domain","Y"
"g9404",1633,"scaffold_153",NA,"A0A1I7VTQ8","Pao retrotransposon peptidase","Y"
"g9405",2099,"scaffold_153",NA,"A0A498NP60","Protein of unknown function (DUF1759),Putative peptidase (DUF1758)","Y"
"g9406",317,"scaffold_153",NA,NA,"Phosphopantetheine attachment site","Y"
"g9407",1369,"scaffold_153","YRD6_CAEEL","J9M4C2","Integrase zinc binding domain,Integrase core domain","Y"
"g9408",664,"scaffold_153",NA,NA,NA,"N"
"g9409",238,"scaffold_153",NA,NA,NA,"N"
"g941",218,"scaffold_875",NA,NA,NA,"N"
"g9410",780,"scaffold_153",NA,NA,NA,"N"
"g9411",1114,"scaffold_153",NA,NA,"Major Facilitator Superfamily","Y"
"g9412",359,"scaffold_153",NA,NA,NA,"N"
"g9413",949,"scaffold_589",NA,NA,NA,"N"
"g9414",2845,"scaffold_589","COFA1_HUMAN,COIA1_HUMAN","A0A2J7PQV9","Collagenase NC10 and Endostatin,Collagen triple helix repeat (20 copies)","Y"
"g9415",258,"scaffold_1125",NA,NA,NA,"N"
"g9416",224,"scaffold_1003",NA,NA,NA,"N"
"g9417",3008,"scaffold_676",NA,"K7JWY9","Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g9418",241,"scaffold_676",NA,NA,NA,"N"
"g9419",3016,"scaffold_676",NA,"K7JWY9","Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g942",1158,"scaffold_1328",NA,NA,NA,"N"
"g9420",872,"scaffold_676",NA,"J9KWC3",NA,"Y"
"g9421",303,"scaffold_434",NA,NA,NA,"N"
"g9422",830,"scaffold_434",NA,"A0A0R3Q550",NA,"Y"
"g9423",1223,"scaffold_434",NA,"A0A0R3Q7R5",NA,"Y"
"g9424",3805,"scaffold_434",NA,NA,NA,"N"
"g9425",519,"scaffold_434",NA,NA,NA,"N"
"g9426",2159,"scaffold_434",NA,NA,NA,"N"
"g9427",1529,"scaffold_434",NA,NA,NA,"N"
"g9428",1622,"scaffold_434",NA,NA,NA,"N"
"g9429",1557,"scaffold_434",NA,NA,NA,"N"
"g943",589,"scaffold_1328",NA,NA,NA,"N"
"g9430",1436,"scaffold_434",NA,NA,NA,"N"
"g9431",1442,"scaffold_434",NA,NA,NA,"N"
"g9432",1297,"scaffold_434",NA,NA,NA,"N"
"g9433",1484,"scaffold_434",NA,NA,NA,"N"
"g9434",1396,"scaffold_434",NA,NA,NA,"N"
"g9435",1509,"scaffold_434","PAL1_DROME","A0A3Q0J3I4","NHL repeat","Y"
"g9436",1806,"scaffold_434","SAE2_XENTR","A0A067R5B3","Ubiquitin/SUMO-activating enzyme ubiquitin-like domain,ThiF family,Ubiquitin-activating enzyme active site","Y"
"g9437",391,"scaffold_434","KTAP2_AEDAE","A0A482WY93","Keratinocyte-associated protein 2","Y"
"g9438",457,"scaffold_340",NA,NA,NA,"N"
"g9439",1518,"scaffold_340","KDM1A_HUMAN","A0A2J7QTA8","Flavin containing amine oxidoreductase,SWIRM domain","Y"
"g944",472,"scaffold_1458",NA,NA,"Transcription activator MBF2","Y"
"g9440",246,"scaffold_340","DPH3_PONAB","A0A3S2LGM0","CSL zinc finger","Y"
"g9441",565,"scaffold_340",NA,NA,"DNA-directed RNA polymerase III subunit Rpc31","Y"
"g9442",3005,"scaffold_340","TRPV6_HUMAN","T1HDJ1","Ankyrin repeat,Ion transport protein","Y"
"g9443",856,"scaffold_340",NA,"A0A154PNP5","Cysteine-rich secretory protein family","Y"
"g9444",1518,"scaffold_340","C6A13_DROME","J9JTS8","Cytochrome P450","Y"
"g9445",425,"scaffold_340","RS23_DERVA","T1KWJ9","Ribosomal protein S12/S23","Y"
"g9446",1599,"scaffold_340","SYDC_CAEEL","A0A2J7Q1S0","tRNA synthetases class II (D, K and N),OB-fold nucleic acid binding domain","Y"
"g9447",594,"scaffold_340",NA,NA,NA,"N"
"g9448",2714,"scaffold_340","NRF6_CAEEL","J9KAG5","Acyltransferase family","Y"
"g9449",242,"scaffold_340",NA,NA,NA,"N"
"g945",475,"scaffold_1458",NA,NA,"Transcription activator MBF2","Y"
"g9450",1590,"scaffold_340","PSMD5_MACFA","A0A2J7QRL9","Proteasome non-ATPase 26S subunit","Y"
"g9451",1100,"scaffold_340","SHAKB_DROME","T1HVH6","Innexin","Y"
"g9452",608,"scaffold_1407",NA,NA,NA,"N"
"g9453",3422,"scaffold_725","MODSP_DROME","J9JRX5","Trypsin,Low-density lipoprotein receptor domain class A","Y"
"g9454",2633,"scaffold_725",NA,"J9JRX5","Low-density lipoprotein receptor domain class A,Trypsin","Y"
"g9455",608,"scaffold_725",NA,NA,"Trypsin","Y"
"g9456",324,"scaffold_101",NA,NA,NA,"N"
"g9457",1063,"scaffold_101",NA,NA,NA,"N"
"g9458",1371,"scaffold_101","YM67_CAEEL","A0A195CTE8","Serine carboxypeptidase S28","Y"
"g9459",605,"scaffold_101",NA,NA,NA,"N"
"g946",958,"scaffold_699","STRAP_MOUSE","A0A2J7RIU7","WD domain, G-beta repeat","Y"
"g9460",5204,"scaffold_101",NA,NA,NA,"N"
"g9461",226,"scaffold_101",NA,NA,NA,"N"
"g9462",233,"scaffold_101",NA,NA,NA,"N"
"g9463",1818,"scaffold_101","SC6A1_HUMAN","A0A067R6S2","Sodium:neurotransmitter symporter family","Y"
"g9464",409,"scaffold_101",NA,NA,NA,"N"
"g9465",453,"scaffold_101",NA,NA,NA,"N"
"g9466",1635,"scaffold_101","SPON1_CHICK","A0A182JZY3","Reeler domain,Spondin_N","Y"
"g9467",1633,"scaffold_101","IMDH1_BOVIN","A0A482XQ57","IMP dehydrogenase / GMP reductase domain,CBS domain","Y"
"g9468",856,"scaffold_101",NA,"A0A139WJL2",NA,"Y"
"g9469",1383,"scaffold_101","BARD1_HUMAN","A0A067RK00","Ankyrin repeats (3 copies),Ankyrin repeats (many copies)","Y"
"g947",366,"scaffold_699",NA,NA,NA,"N"
"g9470",272,"scaffold_101",NA,NA,NA,"N"
"g9471",485,"scaffold_101",NA,NA,NA,"N"
"g9472",1903,"scaffold_101","DPYS_RAT,DPYL4_HUMAN","J9JRJ8,A0A088ALH3","Amidohydrolase family","Y"
"g9473",1719,"scaffold_101",NA,NA,NA,"N"
